step,kind,class_id,h[0],h[1],h[2],h[3],h[4],h[5],h[6],h[7],h[8],h[9],h[10],h[11],h[12],h[13],h[14],h[15],h[16],h[17],h[18],h[19],h[20],h[21],h[22],h[23],h[24],h[25],h[26],h[27],h[28],h[29],h[30],h[31],h[32],h[33],h[34],h[35],h[36],h[37],h[38],h[39],h[40],h[41],h[42],h[43],h[44],h[45],h[46],h[47],h[48],h[49]
0,key,9,0.0,0.0,0.24629506468772888,0.0,0.0,0.16034342348575592,0.17628829181194305,0.0,0.0,0.6176465749740601,0.0,0.0,0.0,0.0,1.045528531074524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12099401652812958,0.03357158228754997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19558227062225342,0.0,0.4062950611114502,0.0,0.0,0.0,0.19796837866306305,0.0,0.03138681873679161,1.0352373123168945,0.0,0.0,0.0,0.0,0.0,0.305231511592865,0.0
1,value,9,0.0,0.0,1.6667251586914062,0.0,0.0,1.8305743932724,1.328365445137024,0.0,0.0,0.0,0.0,0.9629406929016113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7896978855133057,1.792267084121704,0.0,0.0,0.0,1.0483678579330444,0.9411627650260925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4158554077148438,0.0,1.819591999053955,0.9661827683448792,1.684489369392395,0.0,0.0,0.0,0.0,0.0,0.0,0.5043362379074097,1.2963095903396606
2,key,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9252176880836487,0.0,0.1458047330379486,0.0,0.0,0.0,0.0,0.04057106748223305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08092737197875977,0.07584387063980103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12014810740947723,0.0,0.3283025026321411,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,value,4,0.0,0.0,1.7374391555786133,0.0,0.0,1.816977620124817,0.6725022196769714,0.0,0.0,0.0,0.0,1.1609349250793457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8720402717590332,1.85328209400177,0.0,0.0,0.0,0.0,1.1378000974655151,0.0,0.0,0.0,0.3472815752029419,0.0,1.2255175113677979,0.0,3.738363742828369,0.0,1.8417377471923828,0.9089963436126709,1.7429319620132446,0.0,0.0,0.0,0.0,0.0,0.0,0.779848039150238,1.1584926843643188
4,key,0,0.0,0.0,0.018969109281897545,0.0,0.0,0.03310656547546387,0.2775995433330536,0.0,0.0,0.5363622903823853,0.0,0.1812397837638855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011199662694707513,0.007392971310764551,0.0,0.0,0.0,0.04112018644809723,0.07811269164085388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019926656037569046,0.18388248980045319,0.02887028641998768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1555466502904892
5,value,0,0.0,0.0,1.8690366744995117,0.0,0.0,1.9024931192398071,0.6352767944335938,0.0,0.0,0.2612434923648834,0.0,0.2892691493034363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9734749794006348,1.952004075050354,0.0,0.0,0.0,0.5617942810058594,1.1632486581802368,0.0,0.0,0.0,0.2776523232460022,0.0,1.5382946729660034,0.0,3.85501766204834,0.0,1.9463063478469849,0.9778633117675781,1.7977687120437622,0.0,0.0,0.0,0.0,0.0,0.0,0.46517714858055115,1.2488126754760742
6,key,1,0.0,0.0,0.3719819188117981,0.0,0.0,0.40449535846710205,0.194465771317482,0.0,0.0,0.30103635787963867,0.0,0.2527477741241455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4090423285961151,0.4002760350704193,0.0,0.0,0.0,0.017442064359784126,0.34240296483039856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4074469208717346,0.2728324234485626,0.3803817629814148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18728001415729523
7,value,1,0.0,0.0,1.884969711303711,0.0,0.0,1.8740801811218262,0.9111420512199402,0.0,0.0,0.5581058859825134,0.0,0.8534149527549744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.961106777191162,1.9350903034210205,0.0,0.0,0.0,0.516917884349823,0.644974410533905,0.0,0.0,0.0,0.21175578236579895,0.0,1.7603222131729126,0.0,4.040871620178223,0.0,1.9248954057693481,0.9372624754905701,1.8214718103408813,0.0,0.0,0.0,0.0,0.0,0.0,0.4944097697734833,0.9241004586219788
8,key,9,0.0,0.0,1.1834577322006226,0.0,0.0,1.1519668102264404,0.6693448424339294,0.0,0.0,0.0,0.0,0.17468427121639252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2178441286087036,1.1959666013717651,0.0,0.0,0.0,0.0,0.23781831562519073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1810004562139511,0.0,1.1930108070373535,0.3736734986305237,1.1497067213058472,0.0,0.0,0.0,0.0,0.0,0.0,0.2417057305574417,0.8095774054527283
9,value,9,0.0,0.0,1.912669062614441,0.0,0.0,1.8660781383514404,0.9301949739456177,0.0,0.0,0.8781548738479614,0.0,0.7870937585830688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.970115303993225,1.937854528427124,0.0,0.0,0.0,0.41771045327186584,0.9541374444961548,0.0,0.0,0.0,0.0,0.0,1.638138771057129,0.0,3.7609241008758545,0.0,1.9240378141403198,0.9484722018241882,1.8325212001800537,0.0,0.0,0.0,0.0,0.0,0.0,0.47109079360961914,1.1277575492858887
