step,kind,class_id,h[0],h[1],h[2],h[3],h[4],h[5],h[6],h[7],h[8],h[9],h[10],h[11],h[12],h[13],h[14],h[15],h[16],h[17],h[18],h[19],h[20],h[21],h[22],h[23],h[24],h[25],h[26],h[27],h[28],h[29],h[30],h[31],h[32],h[33],h[34],h[35],h[36],h[37],h[38],h[39],h[40],h[41],h[42],h[43],h[44],h[45],h[46],h[47],h[48],h[49]
0,key,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0979361534118652,0.0,0.5973517298698425,0.0,0.0,0.0,0.0,0.0,0.0,0.1489909440279007,0.0,0.0,0.44686517119407654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9324595928192139,1.0602778196334839,0.0,0.0,0.0,0.0,0.0,0.0,1.8387458324432373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,value,9,0.0,0.0,0.0,0.0,0.0,0.6639447808265686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5664763450622559,0.0,2.8184359073638916,0.0,0.0,0.0,0.0,0.0,0.0,2.833735227584839,1.4154199361801147,0.0,0.0,0.0,0.0,3.8668458461761475,4.174814701080322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04073278605937958,0.2760351002216339,0.0,0.0,0.0,0.0,3.0866501331329346,0.0,0.0,0.0
2,key,4,0.0,0.0,0.0,0.0,1.142019271850586,0.8158898949623108,0.0,0.4761020541191101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47028282284736633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9528561234474182,0.0,0.0,0.9592767357826233,0.0,0.0,0.0,0.0,0.0
3,value,4,0.0,0.0,0.0,0.6431558132171631,2.2706220149993896,0.0,0.0,0.0,0.0,0.0,2.688870668411255,0.8506194949150085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5681604743003845,0.0,0.5574520230293274,0.0,0.0,0.0,0.4681275188922882,0.0,4.024453163146973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14730167388916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,key,0,0.32038596272468567,0.0,0.0,0.0,0.0,0.829447865486145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6765542030334473,0.0,0.0,0.0,0.8961797952651978,0.0,0.0,0.0,1.8998087644577026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3851375579833984,0.0,0.0,0.0,0.0,0.0,0.6091468930244446,0.4157272279262543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,value,0,0.0,0.09588918834924698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6202033758163452,0.0,0.0,0.0,0.0,0.0,1.1683011054992676,0.0,0.9088632464408875,0.0,0.0,0.0,1.7151154279708862,0.0,0.0,1.4092302322387695,0.0,0.0,0.0,0.0,2.6415066719055176,0.0,6.289990425109863,0.0,1.4890586137771606,0.0,0.0,0.0,0.0,2.5378899574279785,0.0,1.967295527458191,0.0
6,key,1,0.4369434714317322,0.0,0.0,0.0,0.0,0.5217834115028381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4904046058654785,0.0,0.0,0.0,0.49154314398765564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42324140667915344,0.0475892499089241,0.0,0.0,1.634384274482727,0.0,0.0,0.0,0.0,0.0
7,value,1,0.0,0.0,1.6026337146759033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.650206089019775,0.0,0.0,0.0,0.0,0.0,0.0,1.6947903633117676,0.0,0.0,0.0,0.0,0.0,0.0,1.3086581230163574,0.0,0.0,0.0,0.0,0.0,0.0,4.017907619476318,0.0,0.0,0.0,1.8074942827224731,0.0,0.0,0.0,0.0,4.215455055236816,0.0,1.1035385131835938,0.0
8,wait,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6843773722648621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13773798942565918,0.0,0.0,0.0,0.0,0.0,0.0,0.07018135488033295,0.0,0.0
9,wait,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7874397039413452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.229835033416748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,query,1,0.0,0.0,0.0,0.0,3.5842227935791016,0.0,0.0,0.0,0.0,0.0,3.023888111114502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07730638980865479,0.0,0.0,0.0,0.0,0.0,0.0,5.572733402252197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4775331020355225,0.0,0.0,0.8324772119522095,0.0,0.0,0.0,0.0,0.0
