step,kind,class_id,h[0],h[1],h[2],h[3],h[4],h[5],h[6],h[7],h[8],h[9],h[10],h[11],h[12],h[13],h[14],h[15],h[16],h[17],h[18],h[19],h[20],h[21],h[22],h[23],h[24],h[25],h[26],h[27],h[28],h[29],h[30],h[31],h[32],h[33],h[34],h[35],h[36],h[37],h[38],h[39],h[40],h[41],h[42],h[43],h[44],h[45],h[46],h[47],h[48],h[49]
0,key,9,0.0,0.0,0.0,0.7995737791061401,0.0,0.0,0.0,0.1192590519785881,0.0,0.0,0.0,0.0,0.0,0.021653084084391594,0.0,0.0,0.6673946976661682,0.09049332141876221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2529774904251099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13380113244056702,0.0,0.0,0.0,0.0,0.0,0.0,0.40338313579559326,0.0,0.0,0.0,0.0,0.10748359560966492,0.0,0.0,0.0,0.21423977613449097
1,value,9,0.0,0.0,0.0,0.0,0.0,0.0,0.06207732483744621,0.4177503287792206,0.0,1.2491496801376343,0.0,0.8049344420433044,0.0,2.280668020248413,0.0,0.7441393136978149,0.0,0.2728758454322815,0.0,0.0,0.0,0.7235139608383179,0.0,0.0,0.0,0.0,0.0,0.2569085955619812,0.0,0.7736647129058838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3356374204158783,0.0,0.7263927459716797,0.0,1.1399450302124023
2,key,4,0.05629488080739975,0.0,0.0,0.4730716049671173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8080617785453796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8647405505180359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,value,4,2.502631664276123,0.0,0.0,0.3510526120662689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8204696178436279,0.0,0.0,0.0,0.8766582012176514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8350598812103271,0.0,0.0,0.0,0.37322506308555603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7972769737243652,0.0,0.0
4,key,0,0.0,0.0,0.0,0.08440013974905014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.722145438194275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55973219871521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,value,0,0.0,0.0,0.0,0.44624650478363037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.573981523513794,0.0,0.0,0.0,0.6910404562950134,0.0,0.0,0.0,0.0,0.0,0.557106077671051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6906909942626953,0.0,3.670898914337158,0.0,0.6018995046615601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,key,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0420548915863037,0.0,0.0,0.0,0.03138141706585884,0.0,0.34372299909591675,0.0,0.0,0.0,0.0,0.0,0.0,1.0690749883651733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16213181614875793,0.0,0.0,0.0,0.0,0.0,0.0,0.027750762179493904,0.0,0.0
7,value,1,0.0,0.0,0.0,0.8518226146697998,0.0,0.0,0.0,0.0022749649360775948,0.0,0.0,0.0,0.0,0.49367755651474,0.28144755959510803,0.0,1.0987257957458496,0.0,0.0,0.0,0.0,0.0,0.9334219098091125,0.0,0.0,0.0,0.0,0.0,0.0,0.8014781475067139,1.1045303344726562,0.0,0.0,0.0,0.4396857023239136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9420742988586426,0.0,1.2393306493759155
8,wait,-1,0.0,0.06518985331058502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4881819486618042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011282806284725666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,wait,-1,0.0,0.0,0.0,0.3887680768966675,0.0,0.0,0.0,0.0403711274266243,0.0,0.0,0.0,2.3448143005371094,0.0,0.16511332988739014,0.0,0.18118855357170105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10409371554851532,0.2362610548734665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11114862561225891
