step,kind,class_id,h[0],h[1],h[2],h[3],h[4],h[5],h[6],h[7],h[8],h[9],h[10],h[11],h[12],h[13],h[14],h[15],h[16],h[17],h[18],h[19],h[20],h[21],h[22],h[23],h[24],h[25],h[26],h[27],h[28],h[29],h[30],h[31],h[32],h[33],h[34],h[35],h[36],h[37],h[38],h[39],h[40],h[41],h[42],h[43],h[44],h[45],h[46],h[47],h[48],h[49]
0,key,9,0.11293623596429825,0.0,0.0,1.2853959798812866,0.0,0.0,1.1436660289764404,0.5166922807693481,0.608971357345581,0.0,1.919155240058899,0.0,0.0,0.04568271338939667,0.0,0.0,0.6174070835113525,0.06788861751556396,3.346466541290283,0.0,0.4065157175064087,0.11793132871389389,0.014671985991299152,0.0,0.0,0.0,0.5033822059631348,0.35355401039123535,0.8347908854484558,0.4714892506599426,0.0,0.0,0.9375447034835815,0.0,0.0,0.0,0.0,0.559407114982605,0.0,0.0,0.0,0.0,0.0,0.08840638399124146,0.0,0.8005014657974243,0.0,0.0,0.0,0.38931509852409363
1,value,9,0.10344881564378738,0.0,0.0,0.9574324488639832,0.0,0.0,1.0354217290878296,0.41570374369621277,0.7162222266197205,0.0,4.383754253387451,0.0,0.0,0.0,0.0,0.0,0.3291507661342621,0.0,4.990642070770264,0.0,0.39054664969444275,0.49216437339782715,0.0,0.0,0.0,0.0,0.46069836616516113,0.0,0.5988932847976685,0.20122112333774567,0.0,0.0,0.741843581199646,0.0,0.0,0.0,0.0,0.2559702694416046,0.0,0.0,0.0,0.0,0.0,0.1591886729001999,0.0,0.845619797706604,0.0,0.0,0.0,0.3660488724708557
2,key,4,0.1467631608247757,0.0,0.0,0.46791014075279236,0.0,0.0,0.9260790348052979,0.2572047710418701,0.5045335292816162,0.0,6.564986228942871,0.0,0.0,0.0,0.0,0.0,0.1640639305114746,0.000184097487363033,4.895105361938477,0.0,0.2303188145160675,0.4572340250015259,0.0,0.0,0.0,0.0,0.28934532403945923,0.0,0.16523225605487823,0.0781756341457367,0.0,0.0,0.44493013620376587,0.0,0.0,0.0,0.0,0.12032780051231384,0.0,0.0,0.0,0.0,0.0,0.10412634909152985,0.0,0.695030152797699,0.0,0.0,0.0,0.2190377116203308
3,value,4,0.2060326188802719,0.0,0.0,0.0541013740003109,0.0,0.0,0.7731198072433472,0.1624366194009781,0.38873007893562317,0.05948859453201294,7.882935523986816,0.0,0.0,0.015575061552226543,0.0,0.039128292351961136,0.09187052398920059,0.04328779876232147,4.675234794616699,0.0,0.16153961420059204,0.5071702599525452,0.050216153264045715,0.0,0.0,0.0,0.19002756476402283,0.0,0.0,0.030293051153421402,0.0,0.0,0.2526605427265167,0.0,0.0,0.0,0.0,0.059118617326021194,0.0,0.0,0.0,0.0,0.0,0.12373220175504684,0.0,0.5562613606452942,0.0,0.0,0.0,0.1598912626504898
4,key,0,0.2555393576622009,0.0,0.0,0.0,0.0,0.0,0.6667750477790833,0.10747597366571426,0.3144344985485077,0.11238666623830795,8.616131782531738,0.0,0.0,0.05469229072332382,0.0,0.08789370954036713,0.059757865965366364,0.08864101767539978,4.484104633331299,0.0,0.12623544037342072,0.5395132303237915,0.0997869223356247,0.0,0.0,0.0,0.13113828003406525,0.0,0.0,0.013394533656537533,0.0,0.0,0.13772620260715485,0.0,0.0,0.0,0.0,0.033524930477142334,0.0,0.0,0.0,0.0,0.0,0.14665941894054413,0.0,0.45689961314201355,0.0,0.0,0.0,0.13083024322986603
5,value,0,0.2916465997695923,0.0,0.0,0.0,0.0,0.0,0.5925823450088501,0.07293125987052917,0.2650521397590637,0.15459886193275452,9.031664848327637,0.0,0.0036047447938472033,0.08665819466114044,0.0,0.1258486807346344,0.04261036962270737,0.12433447688817978,4.34418249130249,0.0,0.1053183525800705,0.5590489506721497,0.13789409399032593,0.0,0.0,0.0,0.0933215543627739,0.0,0.0,0.005176358390599489,0.0,0.0,0.06470756232738495,0.0,0.0,0.0,0.0,0.02039526402950287,0.0,0.0,0.0,0.0,0.0,0.1644439846277237,0.0,0.38571855425834656,0.0,0.0,0.0,0.11407773196697235
6,key,1,0.31827032566070557,0.0,0.0,0.0,0.0,0.0,0.5399551391601562,0.049839604645967484,0.23076128959655762,0.18679526448249817,9.287487983703613,0.0,0.018404312431812286,0.11190180480480194,0.0,0.1549573540687561,0.032667867839336395,0.15196065604686737,4.243372917175293,0.0,0.09195330739021301,0.5718302726745605,0.1663811355829239,0.0,0.0,0.0,0.0676848441362381,0.0,0.0,0.0009372070198878646,0.0,0.0,0.015823524445295334,0.0,0.0,0.0,0.0,0.012980830855667591,0.0,0.0,0.0,0.0,0.0,0.178048774600029,0.0,0.33416277170181274,0.0,0.0,0.0,0.10359001904726028
7,value,1,0.3386070430278778,0.0,0.0,0.0,0.0,0.0,0.5009907484054565,0.03342309221625328,0.2057909220457077,0.21188320219516754,9.457777976989746,0.0,0.030766375362873077,0.13201305270195007,0.0,0.177687406539917,0.026228060945868492,0.17372488975524902,4.168698310852051,0.0,0.08276452124118805,0.5807684659957886,0.18862390518188477,0.0,0.0,0.0,0.04925128445029259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008346113376319408,0.0,0.0,0.0,0.0,0.0,0.18859422206878662,0.0,0.29529815912246704,0.0,0.0,0.0,0.09649117290973663
8,key,9,0.35464605689048767,0.0,0.0,0.0,0.0,0.0,0.4708837568759918,0.021062590181827545,0.18663428723812103,0.23197835683822632,9.578471183776855,0.0,0.041139572858810425,0.1483478993177414,0.0,0.1959303915500641,0.021733703091740608,0.19114580750465393,4.111392498016357,0.0,0.07598929107189178,0.5873172879219055,0.20634780824184418,0.0,0.0,0.0,0.03523597493767738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005178872961550951,0.0,0.0,0.0,0.0,0.0,0.19698195159435272,0.0,0.2648070752620697,0.0,0.0,0.0,0.0913061797618866
9,value,9,0.36766114830970764,0.0,0.0,0.0,0.0,0.0,0.4468398690223694,0.011363518424332142,0.17144709825515747,0.24847763776779175,9.668251991271973,0.0,0.04992015287280083,0.16190345585346222,0.0,0.2109144926071167,0.018425123766064644,0.2055443972349167,4.066025733947754,0.0,0.07077473402023315,0.592327356338501,0.2208351343870163,0.0,0.0,0.0,0.024174083024263382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002887634327635169,0.0,0.0,0.0,0.0,0.0,0.20380954444408417,0.0,0.24013997614383698,0.0,0.0,0.0,0.08734965324401855
