t,s,h_norm,Ah_norm,cos_h0
0,0,2.4554457664489746,0.0,1.0
1,0,7.702962875366211,3.4433977603912354,1.0
2,0,3.0302984714508057,2.71252703666687,1.0
3,0,8.068733215332031,21.16499900817871,1.0000001192092896
4,0,2.606881856918335,3.45086669921875,0.9999999403953552
5,0,7.579564571380615,43.634483337402344,1.0
6,0,3.047243118286133,8.537940979003906,0.9999999403953552
7,0,8.025483131408691,88.9081802368164,1.0000001192092896
8,0,3.0862293243408203,9.582279205322266,1.0
9,0,7.838188171386719,158.6673126220703,1.0
10,0,1.1147229671478271,4.517830848693848,1.0
11,0,2.8914778232574463,0.0,1.0
12,0,5.220770359039307,28.07366371154785,0.9999998807907104
