step,kind,class_id,froA,specA,h_norm,Ah_norm
0,key,9,0.9048660397529602,0.9048659801483154,1.7367268800735474,1.571505069732666
1,value,9,11.42979907989502,11.39804744720459,6.156757354736328,70.1684799194336
2,key,4,11.098752975463867,11.057804107666016,1.0067038536071777,1.0596245527267456
3,value,4,22.613323211669922,22.58893585205078,6.415459632873535,143.59652709960938
4,key,0,21.9470157623291,21.921335220336914,0.682741641998291,4.040543556213379
5,value,0,34.19123458862305,34.17306137084961,6.64069128036499,225.23133850097656
6,key,1,33.403194427490234,33.38462829589844,1.166020393371582,29.735437393188477
7,value,1,45.850406646728516,45.835601806640625,6.758775234222412,307.7849426269531
8,key,9,46.43359375,46.405155181884766,3.1316938400268555,119.46260833740234
9,value,9,58.19277572631836,58.16960144042969,6.663290977478027,385.76617431640625
10,query,1,58.19277572631836,58.16960144042969,5.312157154083252,301.9307861328125
