t,s,h_norm,Ah_norm,cos_h0
0,0,4.727550029754639,0.0,1.0000001192092896
0,1,4.727550029754639,0.0,1.0000001192092896
0,2,4.727550029754639,0.0,1.0000001192092896
1,0,6.009363174438477,19.71086883544922,1.0
1,1,6.229604244232178,25.96027374267578,0.9721389412879944
1,2,6.22609806060791,34.681663513183594,0.8216469287872314
2,0,5.106736183166504,89.49913024902344,0.9999999403953552
2,1,8.18024730682373,160.94712829589844,0.7378031015396118
2,2,8.344944953918457,162.7244873046875,0.7237871289253235
3,0,5.793226718902588,197.62783813476562,0.9999999403953552
3,1,9.122262954711914,348.8766784667969,0.7876370549201965
3,2,9.248146057128906,352.0021667480469,0.7795262932777405
4,0,5.721828937530518,330.20306396484375,1.0000001192092896
4,1,9.669139862060547,593.6255493164062,0.8386477828025818
4,2,9.775691032409668,598.4926147460938,0.8333427309989929
5,0,6.03887414932251,470.5737609863281,0.9999999403953552
5,1,9.98622989654541,871.0176391601562,0.8207062482833862
5,2,10.076421737670898,877.1546630859375,0.8163573741912842
6,0,6.405768394470215,637.3353881835938,0.9999999403953552
6,1,10.195000648498535,1165.1014404296875,0.8186989426612854
6,2,10.262115478515625,1171.2864990234375,0.816172182559967
7,0,6.213778018951416,774.2898559570312,0.9999998807907104
7,1,10.322502136230469,1464.413818359375,0.8266342282295227
7,2,10.385621070861816,1471.8408203125,0.8236634731292725
8,0,6.474821090698242,941.8141479492188,0.9999999403953552
8,1,10.422041893005371,1766.4195556640625,0.8172213435173035
8,2,10.473163604736328,1773.7431640625,0.8152102828025818
9,0,6.3511881828308105,1063.042724609375,1.0
9,1,10.486921310424805,2065.340576171875,0.8087084889411926
9,2,10.538097381591797,2073.946533203125,0.8059948086738586
10,0,6.512716770172119,1239.2882080078125,1.0000001192092896
10,1,10.417182922363281,2335.9921875,0.8204644918441772
10,2,10.522092819213867,2357.430908203125,0.8167633414268494
