t,s,h_norm,Ah_norm,cos_h0
0,0,3.8063900470733643,0.0,1.0
1,0,3.814823865890503,0.0,1.0
2,0,4.162071228027344,0.0,1.0
3,0,5.309380054473877,0.0,1.0
4,0,4.425373077392578,0.0,1.0
5,0,5.18884801864624,0.0,1.0
6,0,4.732580661773682,0.0,1.0
7,0,5.477718830108643,0.0,1.0
8,0,6.88496208190918,0.0,1.0
9,0,5.257140636444092,0.0,1.0
10,0,6.807276248931885,0.0,1.0
