step,kind,class_id,h[0],h[1],h[2],h[3],h[4],h[5],h[6],h[7],h[8],h[9],h[10],h[11],h[12],h[13],h[14],h[15],h[16],h[17],h[18],h[19],h[20],h[21],h[22],h[23],h[24],h[25],h[26],h[27],h[28],h[29],h[30],h[31],h[32],h[33],h[34],h[35],h[36],h[37],h[38],h[39],h[40],h[41],h[42],h[43],h[44],h[45],h[46],h[47],h[48],h[49]
0,key,9,0.0,0.0,2.243101119995117,2.6440589427948,0.0,7.274110794067383,0.0,5.8790178298950195,0.0,0.0,6.57086706161499,2.594010829925537,0.0,0.0,18.2066707611084,3.093642234802246,0.0,0.0,2.616933822631836,4.2325005531311035,0.0,4.553409576416016,0.0,3.2686715126037598,6.505107879638672,0.0,8.598237037658691,0.0,4.344966888427734,4.703773498535156,0.0,0.0,0.0,0.8033723831176758,4.508963108062744,3.29848051071167,17.243017196655273,0.0,0.0,3.8314127922058105,1.9917787313461304,3.447183132171631,0.07481050491333008,0.0,4.20769739151001,0.0,0.11404478549957275,17.350875854492188,4.408184051513672,5.060161590576172
1,value,9,0.0,0.0,0.0,0.0,0.0,0.0,4.34552001953125,21.472246170043945,0.0,0.0,0.0,0.0,0.0,10.705445289611816,6.991765022277832,5.865444660186768,0.0,0.0,0.0,0.21301713585853577,3.4313130378723145,0.02726786956191063,0.0,0.0,16.09785270690918,0.0,0.0,0.0,10.189900398254395,0.0,0.0,0.0,11.495359420776367,0.0,0.24091726541519165,19.220104217529297,0.881324291229248,0.0,0.0,0.0,0.0,1.9454699754714966,6.638756275177002,0.0,0.0,0.0,3.368028163909912,7.624557018280029,15.384098052978516,7.175361156463623
2,key,4,0.0,18.984006881713867,3.2002601623535156,18.36813735961914,0.0,30.930301666259766,0.0,9.854972839355469,0.0,0.0,4.8336381912231445,0.0,0.0,6.547802448272705,59.282630920410156,17.9514102935791,0.0,29.94540786743164,1.6917091608047485,11.058595657348633,1.605528473854065,10.087117195129395,0.0,0.0,6.761717796325684,0.0,8.825258255004883,0.0,23.99108123779297,0.0,0.0,0.0,0.0,0.0,8.708614349365234,3.303750991821289,52.836021423339844,0.0,0.00258636474609375,12.276862144470215,3.4795784950256348,12.130233764648438,0.0,0.0,8.912291526794434,0.0,17.40412139892578,16.8541259765625,18.648487091064453,0.0
3,value,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.07810115814209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.169994831085205,2.3940188884735107,0.0,0.4315704107284546,0.0,0.0,13.477483749389648,6.953334808349609,24.818593978881836,0.0,11.176673889160156,0.0,0.5318136215209961,0.0,0.0,24.060489654541016,1.116809368133545,0.0,0.0,0.0,0.0,0.0,26.699871063232422,0.0,0.0,0.0,6.847531318664551,12.698970794677734,0.0,0.0
4,key,0,0.0,15.980599403381348,0.0,19.31575584411621,0.0,10.016607284545898,0.0,14.806861877441406,0.0,0.0,0.4649968147277832,0.0,0.0,0.0,42.0576171875,9.068464279174805,0.0,16.906173706054688,0.0,0.0,0.0,0.0,0.0,0.0,47.408878326416016,0.0,21.642473220825195,0.0,15.210040092468262,0.0,0.0,10.02375316619873,0.0,0.0,0.0,0.0,37.69492721557617,0.0,0.0,0.807031512260437,0.0,0.0,0.0,0.0,0.3548024296760559,0.0,10.862043380737305,16.47698402404785,0.0,0.0
5,value,0,0.0,0.0,0.0,0.0,0.4300413131713867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.462055206298828,0.0,0.0,24.073713302612305,0.0,0.0,10.46658992767334,0.0,0.0,0.0,0.0,0.0,5.346616744995117,0.0,63.58949661254883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.956100463867188,0.0,0.0,0.0,2.5947346687316895,1.0408765077590942,0.0,0.6312289237976074,0.0,0.0,4.607782363891602,5.147500514984131,3.9901394844055176,0.0
6,key,1,0.0,14.74551773071289,0.0,13.05832576751709,0.0,20.48861312866211,0.0,20.518957138061523,0.0,0.0,0.0,0.2889484167098999,0.0,0.0,30.935258865356445,11.266252517700195,0.0,0.0,0.0,0.0,0.44336068630218506,1.8814057111740112,0.0,61.86192321777344,0.0,0.0,7.5700507164001465,0.0,2.024837017059326,0.0,0.0,5.464785099029541,0.0,0.0,0.0,18.446510314941406,31.464967727661133,0.0,0.0,1.4745556116104126,0.0,1.728150725364685,1.2061078548431396,0.0,0.4915919303894043,0.0,7.648029327392578,13.071651458740234,0.0,0.0
7,value,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8591359257698059,0.0,0.4571835398674011,0.0,0.0,0.0,0.0,0.0,0.0,0.23301342129707336,23.793561935424805,0.0,0.0,6.812056541442871,0.0,0.0,0.0,4.533726692199707,0.0,95.69788360595703,0.0,0.0,0.0,0.7513571977615356,0.0,0.23671191930770874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.028583526611328,0.0,0.0,0.0
8,key,9,3.068312644958496,0.0,10.363446235656738,0.0,0.0,15.681631088256836,4.126861095428467,23.975364685058594,2.8232479095458984,0.0,3.4093687534332275,9.739688873291016,6.971864700317383,0.4570070505142212,32.218292236328125,19.30999755859375,5.144339084625244,13.07392692565918,15.975131034851074,5.4275007247924805,7.724954605102539,14.431012153625488,2.471579074859619,3.655716896057129,11.735458374023438,30.745094299316406,19.11590576171875,0.0,14.381016731262207,0.0,0.0,6.186801910400391,4.402862071990967,0.0,13.909542083740234,22.23531150817871,28.612247467041016,5.314802169799805,3.988013505935669,18.84527587890625,4.193240165710449,14.447957992553711,0.0,9.527608871459961,0.0,4.947452545166016,9.292813301086426,41.87841033935547,14.10487174987793,17.293941497802734
9,value,9,20.420469284057617,0.0,21.627363204956055,0.0,0.0,29.09266471862793,15.433428764343262,42.35730743408203,24.357269287109375,21.18146514892578,10.726883888244629,17.135587692260742,24.9136962890625,38.5759162902832,2.8218250274658203,43.75703811645508,24.149293899536133,26.414037704467773,0.3728865385055542,22.63994598388672,26.510272979736328,10.823461532592773,22.612396240234375,10.50829792022705,27.69487953186035,0.0,34.3289680480957,26.502573013305664,35.12520217895508,0.0,19.506057739257812,15.257654190063477,31.289697647094727,0.0,23.12308120727539,35.96023178100586,14.17158317565918,25.368297576904297,22.341825485229492,19.035018920898438,15.09202766418457,13.726503372192383,22.530363082885742,23.143434524536133,18.127273559570312,23.3216495513916,24.087749481201172,19.173425674438477,19.311370849609375,11.58913803100586
10,query,3,7.937183380126953,0.0,9.196276664733887,0.0,0.0,15.962849617004395,0.0,9.880472183227539,1.4415745735168457,0.0,12.17960262298584,0.0,2.5250399112701416,10.650920867919922,24.36600112915039,20.969911575317383,1.3772130012512207,12.69066047668457,10.179186820983887,8.291924476623535,2.3065977096557617,10.608556747436523,0.2180306315422058,10.013426780700684,0.0,0.0,0.0,5.987002372741699,10.106542587280273,0.0,4.488950729370117,3.787144660949707,16.653045654296875,0.0,10.147457122802734,3.7146968841552734,25.167264938354492,3.689035177230835,7.132387161254883,11.097975730895996,9.711426734924316,0.0,8.659212112426758,0.20713236927986145,9.421076774597168,0.2747986912727356,12.84056568145752,3.9498603343963623,12.678889274597168,10.589786529541016
