t,s,h_norm,Ah_norm,cos_h0
0,0,4.044393539428711,0.0,1.0
1,0,10.344575881958008,13.105440139770508,1.0
2,0,2.5494649410247803,10.077777862548828,1.0
3,0,10.653307914733887,96.87709045410156,0.9999999403953552
4,0,2.508535623550415,21.27322769165039,1.0
5,0,9.916547775268555,139.5244598388672,1.0
6,0,2.483989715576172,7.23112154006958,1.0
7,0,8.977438926696777,221.6388702392578,1.0
8,0,2.4399373531341553,11.179060935974121,0.9999998807907104
9,0,8.988360404968262,385.2872314453125,1.0
10,0,2.1805999279022217,14.108383178710938,0.9999998807907104
