t,s,h_norm,Ah_norm,cos_h0
0,0,45.96540832519531,0.0,1.0
0,1,3.648855447769165,0.0,0.29286932945251465
0,2,3.648855447769165,0.0,0.29286932945251465
0,3,3.648855447769165,0.0,0.29286932945251465
0,4,3.648855447769165,0.0,0.29286932945251465
1,0,54.54694366455078,1.3390991687774658,1.0
1,1,7.30890417098999,0.24575212597846985,0.8939484357833862
1,2,7.30741024017334,0.24372293055057526,0.8938023447990417
1,3,7.307406902313232,0.2437179684638977,0.8938019275665283
1,4,7.307405948638916,0.2437179535627365,0.8938019275665283
2,0,245.84043884277344,31.936647415161133,0.9999999403953552
2,1,3.28767728805542,0.326267808675766,0.46551045775413513
2,2,3.065131425857544,0.21532997488975525,0.46213197708129883
2,3,3.064621925354004,0.21505437791347504,0.4621027708053589
2,4,3.0646212100982666,0.2150537669658661,0.4621027410030365
3,0,55.2503547668457,9.154989242553711,1.0
3,1,9.315939903259277,1.7295269966125488,0.9666345715522766
3,2,9.205057144165039,1.5639628171920776,0.9710900783538818
3,3,9.194842338562012,1.5509529113769531,0.9710767269134521
3,4,9.194162368774414,1.5500829219818115,0.9710738062858582
4,0,238.5498046875,48.46907424926758,0.9999999403953552
4,1,4.681676387786865,1.3505691289901733,0.43508484959602356
4,2,3.1382410526275635,0.5315796732902527,0.40672197937965393
4,3,3.03895902633667,0.49670878052711487,0.4077141284942627
4,4,3.035604476928711,0.4955785870552063,0.40770798921585083
5,0,61.04936599731445,19.309762954711914,1.0
5,1,10.000970840454102,3.487204074859619,0.9417765736579895
5,2,9.868613243103027,3.4050140380859375,0.9587549567222595
5,3,9.81954288482666,3.3709895610809326,0.9627463817596436
5,4,9.80063533782959,3.357438564300537,0.9640939831733704
6,0,256.4105529785156,61.88506317138672,0.9999998807907104
6,1,4.510354042053223,1.7192273139953613,0.4022614061832428
6,2,2.8364646434783936,0.8578140139579773,0.40247106552124023
6,3,2.691065788269043,0.7993488907814026,0.40420079231262207
6,4,2.672787666320801,0.7916905879974365,0.4041677713394165
7,0,43.674232482910156,18.622154235839844,1.0
7,1,9.920801162719727,4.8186540603637695,0.872183084487915
7,2,10.017091751098633,4.867685317993164,0.8646809458732605
7,3,10.02817153930664,4.873323440551758,0.8637877702713013
7,4,10.02910041809082,4.873781204223633,0.8637194633483887
8,0,232.26734924316406,66.79020690917969,1.0
8,1,5.133633136749268,2.738424301147461,0.3775877356529236
8,2,2.530622720718384,1.0508638620376587,0.4056842029094696
8,3,2.4871912002563477,1.0291091203689575,0.40812569856643677
8,4,2.4859821796417236,1.028533935546875,0.4081686735153198
