step,kind,class_id,h[0],h[1],h[2],h[3],h[4],h[5],h[6],h[7],h[8],h[9],h[10],h[11],h[12],h[13],h[14],h[15],h[16],h[17],h[18],h[19],h[20],h[21],h[22],h[23],h[24],h[25],h[26],h[27],h[28],h[29],h[30],h[31],h[32],h[33],h[34],h[35],h[36],h[37],h[38],h[39],h[40],h[41],h[42],h[43],h[44],h[45],h[46],h[47],h[48],h[49]
0,key,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0131728649139404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9676409363746643,0.0,4.085455417633057,0.0,0.0,0.0,1.8760173320770264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,value,9,0.0,0.47047972679138184,1.0443878173828125,0.0,0.0,0.0,0.0,0.7335492968559265,2.4857828617095947,0.0,0.0,0.0,0.0,0.0,0.7595335841178894,0.0,0.5837061405181885,0.6374154090881348,4.207864761352539,0.0,1.3756970167160034,0.0,3.3792989253997803,0.0,2.1056928634643555,0.0,1.6535106897354126,0.0,0.0,0.0,0.7889734506607056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31322190165519714,0.0,0.0,0.0,0.0,0.6848886013031006,0.8004116415977478,0.0,0.0,0.0,0.0,0.0
2,key,4,0.0,0.055863384157419205,0.0,0.0,0.0,0.0,0.0,0.683230459690094,0.0,0.0,0.0,0.0,0.0,0.0,0.7705180644989014,0.0,0.5997021794319153,0.4726840853691101,3.280418634414673,0.0,1.305813193321228,0.0,4.280673503875732,0.0,1.6999810934066772,0.0,1.5280424356460571,0.0,0.0,0.0,0.8633865118026733,0.0,0.0,0.0,0.0,0.6717551946640015,0.0,0.0,0.10096833854913712,0.0,0.0,0.0,0.0,0.7330575585365295,0.7842817902565002,0.0,0.0,0.0,0.0,0.0
3,value,4,0.0,0.6477906703948975,0.0,0.0,0.0,0.0,0.0,0.5824114680290222,0.0,0.0,0.0,0.0,0.0,0.0,0.5626312494277954,0.0,0.10686078667640686,0.5978010296821594,2.10158371925354,0.0,1.57692551612854,0.0,2.5479278564453125,0.0,0.0,0.0,1.858388066291809,0.0,0.0,0.0,4.593874931335449,0.0,0.0,0.0,0.0,1.265963077545166,0.0,0.0,0.1651768982410431,0.9097689986228943,0.0,0.0,0.0,0.5971869826316833,0.7326982617378235,0.0,0.0,0.0,0.0,0.0
4,key,0,0.0,0.0,0.3034987151622772,0.0,0.0,0.0,0.0,0.5389671921730042,0.011435244232416153,0.0,0.0,0.0,0.0,0.0,0.5481600761413574,0.0,0.34785357117652893,0.5068913102149963,3.832209348678589,0.0,1.2899738550186157,0.0,4.584771156311035,0.0,0.6726565361022949,0.0,1.6005443334579468,0.0,0.0,0.0,2.222761869430542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029296953231096268,0.0,0.0,0.0,0.0,0.5171066522598267,0.7306966781616211,0.0,0.0,0.0,0.0,0.0
5,value,0,0.0,0.60587078332901,0.0,0.0,0.0,0.0,0.0,0.5604921579360962,0.0,0.0,0.0,0.02165388874709606,0.0,0.0,3.869105100631714,0.0,0.1180834248661995,0.5350846648216248,2.533046007156372,0.0,1.7061043977737427,0.0,2.560347080230713,0.0,0.0,0.0,2.0021095275878906,0.0,0.0,0.0,1.8485820293426514,0.0,0.0,0.0,0.0,1.218388319015503,0.0,0.0,0.29160425066947937,0.0,0.0,0.0,0.0,0.6146304607391357,0.6973708868026733,0.0,0.0,0.0,0.0,0.0
6,key,1,0.0,0.13106705248355865,0.0,0.0,0.0,0.0,0.0,0.4016096889972687,0.0,0.0,0.0,0.0,0.0,0.0,1.3545180559158325,0.0,0.16082026064395905,0.4871390163898468,3.8511974811553955,0.0,1.2446918487548828,0.0,4.485396385192871,0.0,0.35353294014930725,0.0,1.6503336429595947,0.0,0.0,0.0,2.5620710849761963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4219394028186798,0.7529708743095398,0.0,0.0,0.0,0.0,0.0
7,value,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4041939377784729,0.0,0.0,0.0,0.08471736311912537,0.0,0.0,1.261359691619873,0.0,0.1966160386800766,2.2585322856903076,2.800807476043701,0.0,1.8685575723648071,0.0,3.0222365856170654,0.0,0.0,0.0,2.1852524280548096,0.0,0.0,0.0,2.018627166748047,0.0,0.0,0.0,0.0,1.0534560680389404,0.0,0.0,0.27489233016967773,0.0,0.0,0.0,0.0,0.4059700667858124,0.5433018207550049,0.0,0.0,0.0,0.0,0.0
8,wait,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3634168803691864,0.0,0.0,0.0,0.17131531238555908,0.0,0.0,1.5086793899536133,0.0,0.11118262261152267,0.7539703845977783,3.6839916706085205,0.0,1.316846251487732,0.0,4.373659610748291,0.0,0.0,0.0,1.7462199926376343,0.0,0.0,0.0,2.5061309337615967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052417173981666565,0.0,0.0,0.0,0.0,0.3705895245075226,0.7092407941818237,0.0,0.0,0.0,0.0,0.0
9,wait,-1,0.0,0.1517195850610733,0.0,0.0,0.0,0.0,0.0,0.3677590489387512,0.0,0.0,0.0,0.09767492860555649,0.0,0.0,1.5669565200805664,0.0,0.18375159800052643,0.9000688195228577,3.6878864765167236,0.0,1.349729299545288,0.0,4.228324890136719,0.0,0.0,0.0,1.7805663347244263,0.0,0.0,0.0,2.5670759677886963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049440011382102966,0.0,0.0,0.0,0.0,0.38041847944259644,0.7667266726493835,0.0,0.0,0.0,0.0,0.0
10,query,1,0.0,0.113739013671875,0.0,0.0,0.0,0.0,0.0,0.33206573128700256,0.0,0.0,0.0,0.0,0.0,0.0,1.545689582824707,0.0,0.16074912250041962,0.8997807502746582,3.817455291748047,0.0,1.325010061264038,0.0,4.346943378448486,0.0,0.0,0.0,1.7533389329910278,0.0,0.0,0.0,2.654754877090454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35713690519332886,0.7733193039894104,0.0,0.0,0.0,0.0,0.0
