t,s,vec_type,kind,class_id,h[0],h[1],h[2],h[3],h[4],h[5],h[6],h[7],h[8],h[9],h[10],h[11],h[12],h[13],h[14],h[15],h[16],h[17],h[18],h[19],h[20],h[21],h[22],h[23],h[24],h[25],h[26],h[27],h[28],h[29],h[30],h[31],h[32],h[33],h[34],h[35],h[36],h[37],h[38],h[39],h[40],h[41],h[42],h[43],h[44],h[45],h[46],h[47],h[48],h[49]
0,-1,base,key,9,3.466538429260254,-3.644902229309082,-3.0539333820343018,1.4166595935821533,10.38714599609375,3.43634295463562,9.554146766662598,0.3188035488128662,-7.509973526000977,-4.006651401519775,6.800724029541016,23.166898727416992,-3.047325611114502,-1.2035760879516602,6.236773490905762,5.245398044586182,-1.7995312213897705,6.857153415679932,27.399980545043945,-4.469252109527588,2.8731980323791504,-7.111883163452148,-9.457433700561523,-2.095759630203247,3.0200929641723633,4.69478178024292,7.407729148864746,5.943676948547363,14.777616500854492,8.394875526428223,4.899425983428955,2.809713125228882,0.929889440536499,11.938444137573242,0.9200275540351868,-3.8708066940307617,-5.769447326660156,20.91295623779297,1.3800182342529297,2.025594711303711,7.176904201507568,1.2284892797470093,20.839778900146484,-11.619232177734375,-16.015071868896484,1.2115130424499512,5.5009565353393555,-3.8493335247039795,10.14919662475586,-5.701104640960693
0,0,hs,key,9,0.0,0.0,0.0,0.0,0.0,0.0,0.6438126564025879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014651891775429249,0.0,0.0,0.0,0.5901092290878296,0.0,0.0,0.0,0.20215284824371338,0.0,0.0,0.03560195118188858,1.7036877870559692,0.0,0.16755561530590057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5226219892501831,0.020945653319358826,0.0,0.0,0.0,0.0,0.0,0.0,0.9443493485450745,0.0
0,1,hs,key,9,0.0,0.0,0.0,0.0,0.0,0.0,0.6438126564025879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014651891775429249,0.0,0.0,0.0,0.5901092290878296,0.0,0.0,0.0,0.20215284824371338,0.0,0.0,0.03560195118188858,1.7036877870559692,0.0,0.16755561530590057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5226219892501831,0.020945653319358826,0.0,0.0,0.0,0.0,0.0,0.0,0.9443493485450745,0.0
1,-1,base,value,9,3.226478338241577,-0.9423471093177795,0.0025614500045776367,5.883357048034668,-2.9891042709350586,5.959542274475098,1.220326542854309,-0.6478960514068604,-18.12570571899414,-3.9705100059509277,25.052444458007812,-27.547863006591797,-5.322736740112305,4.515819072723389,-27.098522186279297,16.16218376159668,-9.976625442504883,1.6276040077209473,21.500591278076172,-6.554574012756348,5.56380033493042,-5.5354509353637695,-31.341642379760742,-8.939629554748535,-16.961891174316406,3.9123363494873047,3.11780047416687,-2.1864781379699707,-4.6170172691345215,18.314773559570312,2.020951747894287,-13.375434875488281,-8.841350555419922,10.34591293334961,13.649100303649902,10.705989837646484,8.606400489807129,21.983484268188477,7.441507339477539,3.49393892288208,-12.203791618347168,-0.5529435276985168,5.961441993713379,-24.25160026550293,-36.530277252197266,-0.5227329730987549,-1.2396752834320068,2.017810821533203,3.5595390796661377,7.548843860626221
1,0,hs,value,9,0.0,0.3702566623687744,0.4789814352989197,0.0,0.0,0.0,0.0,0.0,0.0,0.0741657018661499,0.7968669533729553,0.0,0.1106957495212555,0.0,0.0,0.9312222003936768,0.0,0.0,0.0,0.0,1.4680202007293701,0.20710816979408264,0.0,0.0,0.0,0.08391323685646057,0.0,0.0,0.0,0.9634661674499512,0.18445883691310883,0.0,0.0,0.0,1.884686827659607,1.2401174306869507,1.276715874671936,0.0,0.0,0.0,0.0,0.2994033396244049,0.0,0.0,0.0,0.0,0.0,0.0,0.39309826493263245,0.8771824836730957
1,1,hs,value,9,0.0,0.3677593767642975,0.47650906443595886,0.0,0.0,0.0,0.0,0.0,0.0,0.07107037305831909,0.7948344945907593,0.0,0.10804729908704758,0.0,0.0,0.9284527897834778,0.0,0.0,0.0,0.0,1.492271065711975,0.2042435258626938,0.0,0.0,0.0,0.08026502281427383,0.0,0.0,0.0,0.960037887096405,0.18678708374500275,0.0,0.0,0.0,1.8810207843780518,1.2377101182937622,1.2737743854522705,0.0,0.0,0.0,0.0,0.29695263504981995,0.0,0.0,0.0,0.0,0.0,0.0,0.42125245928764343,0.8743991255760193
2,-1,base,key,4,20.576814651489258,-2.88179349899292,-1.8156793117523193,10.702997207641602,20.30227279663086,16.989967346191406,-1.903748631477356,12.997153282165527,0.5059313774108887,9.919748306274414,5.347674369812012,8.65135383605957,-3.367260456085205,9.706843376159668,21.50686264038086,9.617921829223633,-1.940192461013794,22.880184173583984,16.986968994140625,-4.619368553161621,-9.314565658569336,-3.3362154960632324,19.371896743774414,-3.0454514026641846,-7.107707977294922,15.463624954223633,17.007675170898438,13.092164993286133,13.112542152404785,16.403907775878906,8.199760437011719,1.9407262802124023,19.38214683532715,14.773317337036133,4.071675777435303,3.645352363586426,1.2097835540771484,17.60634994506836,13.230842590332031,9.693421363830566,4.3257293701171875,7.6616926193237305,21.487354278564453,23.331518173217773,19.231374740600586,12.288376808166504,15.351868629455566,12.038426399230957,8.514410972595215,-5.563272476196289
2,0,hs,key,4,0.7562777400016785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4088149964809418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5180073976516724,0.23986786603927612,0.1625560224056244,0.5630654096603394,0.08050782233476639,0.0,0.0,1.7026699781417847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07320117205381393,0.0,0.0,0.0,0.11258598417043686,0.0,0.0,0.0,0.0
2,1,hs,key,4,0.7541497349739075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40472567081451416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5148345828056335,0.2378208339214325,0.15962807834148407,0.624302327632904,0.08428744226694107,0.0,0.0,1.7001004219055176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07056844979524612,0.0,0.0,0.0,0.10718660056591034,0.0,0.0,0.0,0.0
3,-1,base,value,4,-11.591614723205566,-5.009498596191406,3.8974313735961914,12.480220794677734,14.86650276184082,1.4356045722961426,-6.884945392608643,9.777691841125488,-14.793264389038086,-3.4189133644104004,23.05302619934082,-7.117414951324463,6.236172676086426,10.278276443481445,-25.715087890625,6.094264984130859,-0.2968435287475586,-11.474392890930176,-9.137754440307617,4.555583953857422,-2.9665517807006836,-3.7179455757141113,-17.321537017822266,1.4789546728134155,0.06633198261260986,-3.043074369430542,2.0517454147338867,-7.0250043869018555,-7.132070064544678,8.360740661621094,-0.19857782125473022,4.852453231811523,-4.234297275543213,18.740184783935547,-5.115849018096924,1.6949611902236938,0.5326178073883057,13.320318222045898,7.222543716430664,13.833067893981934,-5.851279258728027,-1.7502143383026123,11.695381164550781,-35.566200256347656,-26.80306625366211,1.4148625135421753,-4.2271623611450195,6.063512802124023,-3.378586769104004,8.554658889770508
