step,kind,class_id,h[0],h[1],h[2],h[3],h[4],h[5],h[6],h[7],h[8],h[9],h[10],h[11],h[12],h[13],h[14],h[15],h[16],h[17],h[18],h[19],h[20],h[21],h[22],h[23],h[24],h[25],h[26],h[27],h[28],h[29],h[30],h[31],h[32],h[33],h[34],h[35],h[36],h[37],h[38],h[39],h[40],h[41],h[42],h[43],h[44],h[45],h[46],h[47],h[48],h[49]
0,key,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2601752281188965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9866840243339539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,value,9,0.585793137550354,0.0,0.0,0.0,0.0,2.566547393798828,0.0,1.6420633792877197,0.0,0.0,0.0,0.5829579830169678,0.0,0.0,0.5726767182350159,0.0,2.523423433303833,0.49411940574645996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5164297223091125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.599965512752533,0.6116945147514343,0.0,0.0,0.0,0.7260597944259644,0.0,4.635745525360107,0.0,0.5852714776992798,0.0,0.0,0.5957661867141724,0.0
2,key,4,0.0,0.0,0.0,0.0,0.0,0.3280852138996124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.282315254211426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058045245707035065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8002175092697144,0.0,0.0,0.0,0.618723452091217,0.0,0.0
3,value,4,0.4154738783836365,0.0,0.0,0.0,0.0,2.2868311405181885,0.0,0.7002431154251099,0.0,0.0,0.0,0.3829137980937958,0.0,0.0,0.3351108431816101,0.0,2.8510403633117676,0.35795366764068604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3051402270793915,1.1700382232666016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.115617275238037,0.3212183713912964,0.0,0.0,0.0,0.0,0.0,2.092823028564453,0.0,0.3534625768661499,0.0,0.0,0.3140805959701538,0.0
4,key,0,0.18973496556282043,0.0,0.0,0.0,0.0,0.8239569664001465,0.0,0.0,0.0,0.0,0.0,0.2098361700773239,0.0,0.0,0.1401272863149643,0.0,3.885006904602051,0.17840975522994995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16251465678215027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.307072401046753,0.15380458533763885,0.0,0.0,0.0,0.0,0.0,3.162058115005493,0.0,0.16046050190925598,0.0,0.4065042734146118,0.15591751039028168,0.0
5,value,0,0.46837666630744934,0.0,0.0,0.0,0.0,1.130690336227417,0.0,0.0,0.0,0.0,0.0,0.4577869772911072,0.0,0.0,0.4317860007286072,0.0,2.512209415435791,0.446022629737854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2731415033340454,1.8557173013687134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1712055206298828,4.949087619781494,0.0,0.0,0.0,0.0,0.0,1.4557420015335083,0.0,0.38872385025024414,0.0,0.0,0.35567179322242737,0.0
6,key,1,0.2724132239818573,0.0,0.0,0.0,0.0,1.3164303302764893,0.0,0.0,0.0,0.0,0.0,0.2657834589481354,0.0,0.0,0.22881093621253967,0.0,3.5259575843811035,0.20952899754047394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17716152966022491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9679185152053833,1.1339561939239502,0.0,0.0,0.0,0.0,0.0,3.5074591636657715,0.0,0.18237820267677307,0.0,0.16004985570907593,0.2030051052570343,0.0
7,value,1,0.4320038855075836,0.0,0.0,0.0,0.0,0.157344251871109,0.0,0.0,0.0,0.0,0.0,0.4712294638156891,0.0,0.0,4.67902946472168,0.0,2.623584270477295,0.4726134240627289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.273225873708725,1.9483126401901245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2223787307739258,1.346272349357605,0.0,0.0,0.0,0.0,0.0,1.7986341714859009,0.0,0.3627966046333313,0.0,0.0,0.3506545424461365,0.0
8,key,9,0.19472426176071167,0.0,0.0,0.0,0.0,1.3519575595855713,0.0,0.0,0.0,0.0,0.0,0.20181655883789062,0.0,0.0,0.9850544929504395,0.0,3.431403875350952,0.1313457041978836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06256511807441711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9475412368774414,1.6341650485992432,0.0,0.0,0.0,0.0,0.0,3.414691686630249,0.0,0.08633583784103394,0.0,0.0,0.07593436539173126,0.0
9,value,9,0.0,0.0,0.0,0.0,0.0,1.5709911584854126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8914696574211121,0.0,3.4228692054748535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.753159761428833,1.2506710290908813,0.0,0.0,0.0,0.0,0.0,3.933919668197632,0.0,0.0,0.0,0.0,0.0,0.0
