step,kind,class_id,h[0],h[1],h[2],h[3],h[4],h[5],h[6],h[7],h[8],h[9],h[10],h[11],h[12],h[13],h[14],h[15],h[16],h[17],h[18],h[19],h[20],h[21],h[22],h[23],h[24],h[25],h[26],h[27],h[28],h[29],h[30],h[31],h[32],h[33],h[34],h[35],h[36],h[37],h[38],h[39],h[40],h[41],h[42],h[43],h[44],h[45],h[46],h[47],h[48],h[49]
0,key,9,0.0,0.0,0.0,0.0,0.0,0.0,0.6438126564025879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014651891775429249,0.0,0.0,0.0,0.5901092290878296,0.0,0.0,0.0,0.20215284824371338,0.0,0.0,0.03560195118188858,1.7036877870559692,0.0,0.16755561530590057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5226219892501831,0.020945653319358826,0.0,0.0,0.0,0.0,0.0,0.0,0.9443493485450745,0.0
1,value,9,0.0,0.3677593767642975,0.47650906443595886,0.0,0.0,0.0,0.0,0.0,0.0,0.07107037305831909,0.7948344945907593,0.0,0.10804729908704758,0.0,0.0,0.9284527897834778,0.0,0.0,0.0,0.0,1.492271065711975,0.2042435258626938,0.0,0.0,0.0,0.08026502281427383,0.0,0.0,0.0,0.960037887096405,0.18678708374500275,0.0,0.0,0.0,1.8810207843780518,1.2377101182937622,1.2737743854522705,0.0,0.0,0.0,0.0,0.29695263504981995,0.0,0.0,0.0,0.0,0.0,0.0,0.42125245928764343,0.8743991255760193
2,key,4,0.7541497349739075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40472567081451416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5148345828056335,0.2378208339214325,0.15962807834148407,0.624302327632904,0.08428744226694107,0.0,0.0,1.7001004219055176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07056844979524612,0.0,0.0,0.0,0.10718660056591034,0.0,0.0,0.0,0.0
3,value,4,0.0,0.0231254231184721,0.7816041707992554,0.0,0.0,0.0,0.0,0.0,0.0,0.017510492354631424,0.9458978176116943,0.0,0.955048143863678,0.0,0.0,0.2504365146160126,0.5425723195075989,0.0,0.0,0.8012250661849976,0.5019746422767639,0.26161476969718933,0.0,0.6853750348091125,0.2334669530391693,0.0,0.0,0.0,0.0,0.16783519089221954,0.0,0.0,0.0,0.0,0.016473285853862762,0.7152650356292725,0.7072516679763794,0.0,0.0,0.0,0.0,0.14564381539821625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1128208637237549
4,key,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8396162986755371,0.14222154021263123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28048038482666016,0.3431667685508728,0.0,0.0,0.0,0.0,0.1415797919034958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,value,0,0.0,0.0,0.007172019686549902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9388484954833984,0.0,0.16880008578300476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2124414443969727,0.0,3.8760924339294434,0.05576710030436516,0.0,0.5037616491317749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03654627129435539,0.05133463814854622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5226887464523315,0.0,0.0,0.0,0.017703227698802948
6,key,1,0.0,0.0,0.0,0.0,0.0,0.0,0.325511634349823,0.0,0.1529555767774582,0.031615614891052246,0.0,0.0,0.0,0.0,0.0,0.9606072902679443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15375280380249023,0.0,0.0,0.0,1.543155312538147,0.0,0.0,0.014765467494726181,0.0,0.0,0.0,0.0,0.0,0.07813837379217148,0.0,0.0,0.0,0.0,0.0,0.0,0.31098926067352295,0.0
7,value,1,0.0,0.03318793326616287,0.06937859207391739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0868929624557495,0.0,0.024153409525752068,0.0,0.0,0.0,0.8435213565826416,0.0,0.0,0.24806462228298187,0.0,0.11319175362586975,0.0,1.464361548423767,0.0,0.0,0.14018073678016663,0.0,0.0,0.9070340394973755,0.0,0.0,0.0,0.0,0.04375247284770012,1.8272160291671753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2763156592845917
8,wait,-1,1.3032840490341187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6053162813186646,0.23522821068763733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23765841126441956,0.0,0.0,0.0,0.0,0.0,0.0,0.008495569229125977,0.0,0.2457289695739746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,wait,-1,0.0,0.5933583378791809,0.3999499976634979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0763418674468994,0.0,0.0,0.0,2.085005521774292,0.0,0.0,1.0292046070098877,1.0907758474349976,2.300942897796631,0.0,5.877418518066406,0.22591644525527954,0.0,0.0,0.0,0.0,0.0,0.13210313022136688,0.0,0.0,0.0,1.0397838354110718,1.3981622457504272,0.6740115880966187,0.0,0.0,0.0,0.0,0.3111434578895569,0.0,0.0,0.0,0.6869604587554932,0.0,0.0,0.0,2.1206319332122803
