t,s,h_norm,Ah_norm,cos_h0
0,0,37.78105926513672,0.0,1.0
1,0,44.277679443359375,0.8667310476303101,1.0
2,0,108.13262939453125,8.132145881652832,1.0000001192092896
3,0,50.774635314941406,3.350766897201538,0.9999999403953552
4,0,89.12994384765625,11.71792984008789,0.9999999403953552
5,0,72.74844360351562,4.565162658691406,0.9999999403953552
6,0,88.32441711425781,13.808891296386719,0.9999998807907104
7,0,103.7090835571289,4.250394344329834,0.9999998211860657
8,0,97.962646484375,19.47342300415039,0.9999998807907104
9,0,158.98257446289062,46.51413345336914,1.0
10,0,66.75584411621094,18.929594039916992,0.9999998807907104
