t,s,h_norm,Ah_norm,cos_h0
0,0,3.635880470275879,0.0,1.0
1,0,7.9284987449646,6.427613258361816,1.0
2,0,2.0605270862579346,3.0979788303375244,1.000000238418579
3,0,5.93069314956665,5.927896022796631,1.0
4,0,3.2364556789398193,4.791268825531006,0.9999998807907104
5,0,8.163714408874512,41.39753341674805,1.0000001192092896
6,0,2.4014127254486084,5.263123035430908,0.9999998807907104
7,0,8.18993854522705,83.2271728515625,0.9999997615814209
8,0,0.6977220177650452,5.226542949676514,1.0
9,0,2.1689491271972656,10.461162567138672,0.9999999403953552
10,0,5.274622917175293,40.69077682495117,1.0
