step,kind,class_id,froA,specA,h_norm,Ah_norm
0,key,9,6.704919338226318,6.70491886138916,4.727550029754639,31.69784164428711
1,value,9,20.761600494384766,20.7536563873291,7.029496669769287,145.0557403564453
2,key,4,39.83497619628906,39.797882080078125,8.34508228302002,327.3789367675781
3,value,4,63.019081115722656,62.94964599609375,9.250686645507812,573.331298828125
4,key,0,88.76954650878906,88.68427276611328,9.777618408203125,856.29052734375
5,value,0,115.76155853271484,115.67182922363281,10.077898025512695,1154.1649169921875
6,key,1,143.2400665283203,143.1514434814453,10.263059616088867,1457.4202880859375
7,value,1,170.7825927734375,170.69778442382812,10.386371612548828,1761.3526611328125
8,key,9,198.1381072998047,198.05828857421875,10.473690032958984,2063.16357421875
9,value,9,225.1513671875,225.0769500732422,10.53857707977295,2361.137939453125
10,query,4,225.1513671875,225.0769500732422,10.52346420288086,2357.7041015625
