step,kind,class_id,h[0],h[1],h[2],h[3],h[4],h[5],h[6],h[7],h[8],h[9],h[10],h[11],h[12],h[13],h[14],h[15],h[16],h[17],h[18],h[19],h[20],h[21],h[22],h[23],h[24],h[25],h[26],h[27],h[28],h[29],h[30],h[31],h[32],h[33],h[34],h[35],h[36],h[37],h[38],h[39],h[40],h[41],h[42],h[43],h[44],h[45],h[46],h[47],h[48],h[49]
0,key,9,0.0,0.0,0.10803785920143127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19307652115821838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0920071229338646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9474577903747559,0.03279838338494301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,value,9,0.7881964445114136,0.910845160484314,0.8127031326293945,0.0,0.0,0.0,1.2533342838287354,1.90204656124115,1.1929066181182861,1.259899616241455,0.0,0.0,0.0,0.17978549003601074,0.0,0.0,1.2241538763046265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03122742846608162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23679699003696442,1.2235912084579468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86005699634552,0.0,0.0,0.0
2,key,4,0.07263123989105225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8459135890007019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11443089693784714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,value,4,0.7111831307411194,1.0459531545639038,0.7347140908241272,0.0,0.0,0.0,1.0941827297210693,1.8463001251220703,1.0762625932693481,0.9870612025260925,0.0,0.0,0.0,2.2144172191619873,0.0,0.0,0.24855458736419678,0.0,0.0,0.0,0.6157431602478027,0.0,0.0,0.030833672732114792,0.0,0.0,0.0,0.05183825641870499,0.0,0.0,0.30106285214424133,0.0,0.3032780587673187,0.3788073658943176,0.0,0.5617800354957581,1.2271438837051392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1621067523956299,0.0,0.0,0.0
4,key,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13623377680778503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,value,0,0.75153648853302,1.3716368675231934,0.7516044974327087,0.0,0.0,0.0,1.0984039306640625,1.7887630462646484,1.2427821159362793,0.9375099539756775,0.0,0.0,0.0,0.6973665356636047,0.0,0.0,0.9874657392501831,0.0,0.0,0.0,0.6021740436553955,0.0,0.0,0.0,0.0,0.0,0.0,0.15110574662685394,0.0,0.0,0.1167234405875206,0.0,0.14716783165931702,2.286964178085327,0.0,0.6356377601623535,1.2721269130706787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1874665021896362,0.0,0.0,0.0
6,key,1,0.12797410786151886,0.0,0.06708115339279175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18641288578510284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,value,1,0.8887373805046082,1.674163818359375,0.8938931226730347,0.0,0.0,0.0,0.0,2.0913946628570557,1.5529029369354248,1.4545774459838867,0.0,0.0,0.0,0.8558073043823242,0.0,0.0,1.4133808612823486,0.0,0.0,0.0,0.6914398074150085,0.0,0.0,0.0,0.0,0.0,0.0,0.09101390093564987,0.0,0.0,0.03529183939099312,0.0,0.10813949257135391,0.8028031587600708,0.0,1.3380796909332275,1.750321626663208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6632282733917236,0.0,0.0,0.0
8,wait,-1,1.1988238096237183,7.241401672363281,1.109140396118164,0.0,0.0,0.0,0.0,0.0,0.6442336440086365,0.345816045999527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8251441717147827,0.0,0.0,0.0,0.13709524273872375,0.0,0.0,0.0,0.0,0.0,0.13022610545158386,0.0,0.4576638340950012,0.27709680795669556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,wait,-1,0.9309871792793274,8.700777053833008,0.8609246015548706,0.0,0.0,0.0,0.0037308887112885714,0.15583506226539612,0.9744731187820435,0.470392107963562,0.0,0.0,0.0,0.20393893122673035,0.0,0.0,0.14453120529651642,0.0,0.1268487423658371,0.0,0.2148064225912094,0.0,0.0,0.1580778956413269,0.0,0.0,0.0,0.10826179385185242,0.0,0.0,0.0,0.0,0.08655158430337906,0.3393212854862213,0.0,0.45994091033935547,0.47460001707077026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24576908349990845,0.0,0.0,0.0
