step,kind,class_id,froA,specA,h_norm,Ah_norm
0,key,9,0.30000004172325134,0.29999998211860657,6.871190547943115,2.061357259750366
1,value,9,0.4190567135810852,0.31750014424324036,4.9041266441345215,1.4824531078338623
2,key,4,0.5327081680297852,0.4182503819465637,3.462576150894165,1.2607402801513672
3,value,4,0.643136203289032,0.49608200788497925,5.388162612915039,2.2662224769592285
4,key,0,0.7898778915405273,0.6430873274803162,2.969667911529541,1.7109739780426025
5,value,0,0.8893629908561707,0.7130118012428284,5.996767997741699,3.2801403999328613
6,key,1,1.026832103729248,0.8701657056808472,2.7180473804473877,2.0101401805877686
7,value,1,1.1558808088302612,0.9937540292739868,7.525822162628174,6.0971174240112305
8,key,9,1.318654179573059,1.177573800086975,4.272982120513916,4.449957847595215
9,value,9,1.5231486558914185,1.4049947261810303,8.246213912963867,11.043505668640137
10,query,3,1.5231486558914185,1.4049947261810303,3.2541372776031494,3.5884079933166504
