step,kind,class_id,froA,specA,h_norm,Ah_norm
0,key,9,0.2999999225139618,0.026999978348612785,2.0476768016815186,0.6143028736114502
1,value,9,0.4572368860244751,0.08718063682317734,8.50546646118164,3.475893974304199
2,key,4,0.5108241438865662,0.07785758376121521,2.7944185733795166,0.9616239070892334
3,value,4,0.5603567957878113,0.09639708697795868,9.575410842895508,3.6397175788879395
4,key,0,0.5649552941322327,0.0624082013964653,3.4226834774017334,1.0461798906326294
5,value,0,0.6598324179649353,0.16469639539718628,9.454588890075684,4.847904205322266
6,key,1,0.6477647423744202,0.1036604642868042,2.979505777359009,0.992189347743988
7,value,1,0.7826299071311951,0.3176775574684143,10.858633995056152,7.3102803230285645
8,query,1,0.7826299071311951,0.31767749786376953,2.1006052494049072,0.3383222818374634
