t,s,h_norm,Ah_norm,cos_h0
0,0,5.497811317443848,0.0,0.9999998211860657
1,0,6.9875712394714355,14.872011184692383,1.0
2,0,3.8967151641845703,37.983741760253906,0.9999999403953552
3,0,6.438498020172119,49.15097427368164,0.9999998807907104
4,0,5.196219444274902,99.24012756347656,1.0
5,0,6.506916522979736,80.09748077392578,1.0000001192092896
6,0,5.398961067199707,165.5072021484375,1.0000001192092896
7,0,5.257428169250488,98.16690063476562,1.0
8,0,5.710882186889648,177.22647094726562,0.9999998807907104
9,0,5.914407730102539,200.28656005859375,1.0000001192092896
10,0,5.811295032501221,279.08642578125,1.0
