t,s,h_norm,Ah_norm,cos_h0
0,0,56.95183181762695,0.0,1.0
0,1,1.5618690252304077,0.0,0.15648755431175232
0,2,1.5618690252304077,0.0,0.15648755431175232
0,3,1.5618690252304077,0.0,0.15648755431175232
0,4,1.5618690252304077,0.0,0.15648755431175232
1,0,34.87297821044922,0.011295989155769348,1.0
1,1,3.8484461307525635,0.0,0.8127654790878296
1,2,3.848317861557007,0.0,0.812760591506958
1,3,3.848317861557007,0.0,0.812760591506958
1,4,3.848317861557007,0.0,0.812760591506958
2,0,122.97959899902344,99.34471130371094,1.0
2,1,4.97902250289917,17.7593994140625,0.20939230918884277
2,2,2.038073778152466,0.6636353135108948,0.34923577308654785
2,3,2.09452223777771,0.42922544479370117,0.33976516127586365
2,4,2.0950746536254883,0.4267808794975281,0.3396484851837158
3,0,44.66761779785156,89.1972427368164,1.0
3,1,5.648841381072998,20.901601791381836,0.5198670029640198
3,2,4.240368843078613,11.506464004516602,0.8537487983703613
3,3,4.149133682250977,10.018692016601562,0.8803145885467529
3,4,4.132498741149902,9.897644996643066,0.8834871053695679
4,0,179.5311737060547,309.42950439453125,0.9999999403953552
4,1,4.943663597106934,32.052581787109375,0.23685526847839355
4,2,1.9315242767333984,0.8073853850364685,0.28970867395401
4,3,2.039729118347168,0.4889485538005829,0.2766995429992676
4,4,2.040705442428589,0.48798519372940063,0.27678802609443665
5,0,39.637451171875,111.44356536865234,1.0000001192092896
5,1,5.161596298217773,27.426912307739258,0.48760902881622314
5,2,4.30967903137207,17.07611656188965,0.7114181518554688
5,3,4.158335208892822,15.194940567016602,0.7451730370521545
5,4,4.126488208770752,14.756515502929688,0.7500170469284058
6,0,170.17446899414062,255.36599731445312,0.9999998807907104
6,1,4.992001533508301,36.471153259277344,0.18440070748329163
6,2,2.71832013130188,1.4831868410110474,0.2001858800649643
6,3,2.8942549228668213,0.03125946968793869,0.17705407738685608
6,4,2.900477409362793,0.0319170318543911,0.17729906737804413
7,0,30.226593017578125,114.54523468017578,1.0
7,1,6.665907382965088,38.922889709472656,0.6521754860877991
7,2,7.176638126373291,39.7486457824707,0.7155526280403137
7,3,7.172159194946289,39.74923324584961,0.7155637741088867
7,4,7.171940803527832,39.74685287475586,0.715631365776062
8,0,267.3953857421875,1701.3035888671875,1.0000001192092896
8,1,7.4149250984191895,142.8309326171875,0.29855746030807495
8,2,5.188758373260498,93.08595275878906,0.3450486361980438
8,3,4.000107765197754,64.80919647216797,0.3614155054092407
8,4,3.208742141723633,43.76588821411133,0.3702892065048218
