t,s,vec_type,kind,class_id,h[0],h[1],h[2],h[3],h[4],h[5],h[6],h[7],h[8],h[9],h[10],h[11],h[12],h[13],h[14],h[15],h[16],h[17],h[18],h[19],h[20],h[21],h[22],h[23],h[24],h[25],h[26],h[27],h[28],h[29],h[30],h[31],h[32],h[33],h[34],h[35],h[36],h[37],h[38],h[39],h[40],h[41],h[42],h[43],h[44],h[45],h[46],h[47],h[48],h[49]
0,-1,base,key,9,-0.4846172630786896,-1.3680933713912964,0.8015656471252441,-1.4625897407531738,-2.4395318031311035,2.7855372428894043,-0.1025579571723938,0.09743118286132812,-0.030059456825256348,0.5523859858512878,5.156282901763916,2.071772575378418,-2.457441568374634,0.3733178675174713,-1.2040112018585205,5.102400302886963,-0.5132392644882202,1.977716088294983,-2.2968735694885254,4.589607238769531,0.2107580304145813,0.5350446701049805,0.5175454616546631,0.006103627383708954,4.81057071685791,-2.683924436569214,3.2266650199890137,1.849605917930603,-0.32803666591644287,7.324829578399658,-2.569035053253174,2.0764622688293457,0.6040694713592529,-1.240980863571167,1.3066458702087402,6.435461044311523,0.8737560510635376,2.5002946853637695,-1.9919769763946533,0.7079446315765381,-2.6167218685150146,4.04816198348999,6.037027359008789,-0.7614359855651855,3.7259883880615234,-0.09438371658325195,-1.2097145318984985,1.5782628059387207,2.7311952114105225,5.841368675231934
0,0,hs,key,9,0.0,0.0,0.10803785920143127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19307652115821838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0920071229338646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9474577903747559,0.03279838338494301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,hs,key,9,0.0,0.0,0.10803785920143127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19307652115821838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0920071229338646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9474577903747559,0.03279838338494301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-1,base,value,9,6.675869941711426,2.3258962631225586,6.886946201324463,6.642542839050293,-11.904972076416016,-0.49077343940734863,10.972380638122559,19.362424850463867,7.007266521453857,10.787302017211914,3.408928394317627,6.987259387969971,-1.1190930604934692,1.059411883354187,-7.221843719482422,4.794605255126953,12.65591812133789,-7.92535400390625,-7.996218681335449,-10.529112815856934,-7.178711891174316,2.5942306518554688,-9.324109077453613,-1.1236242055892944,-13.065744400024414,-6.5290727615356445,-4.321174621582031,7.421481132507324,-12.798333168029785,-5.130862236022949,-2.2735280990600586,-5.273334980010986,-2.4018309116363525,-1.6883354187011719,3.4195144176483154,-1.3265256881713867,9.968421936035156,-3.862180233001709,-8.592506408691406,-17.95718002319336,-10.664127349853516,6.818150043487549,4.0817108154296875,11.280181884765625,-2.5016331672668457,2.2951698303222656,5.29354190826416,7.697889804840088,11.940790176391602,-10.403576850891113
1,0,hs,value,9,0.7888133525848389,0.9119704961776733,0.8117687702178955,0.0,0.0,0.0,1.2540311813354492,1.9026174545288086,1.1937719583511353,1.2605751752853394,0.0,0.0,0.0,0.18054276704788208,0.0,0.0,1.2247897386550903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03132139891386032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20736253261566162,1.2237460613250732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8608118891716003,0.0,0.0,0.0
1,1,hs,value,9,0.7881964445114136,0.910845160484314,0.8127031326293945,0.0,0.0,0.0,1.2533342838287354,1.90204656124115,1.1929066181182861,1.259899616241455,0.0,0.0,0.0,0.17978549003601074,0.0,0.0,1.2241538763046265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03122742846608162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23679699003696442,1.2235912084579468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86005699634552,0.0,0.0,0.0
2,-1,base,key,4,13.071972846984863,4.037659168243408,11.70311450958252,14.971206665039062,19.913848876953125,19.778995513916016,4.71454381942749,-0.7940000295639038,6.4433746337890625,3.7361090183258057,20.44855499267578,17.047576904296875,17.187854766845703,1.6788934469223022,17.53400230407715,19.202592849731445,1.5381890535354614,20.035051345825195,13.53791618347168,23.285369873046875,-0.8487328290939331,17.275562286376953,15.60431957244873,11.439377784729004,22.102861404418945,17.351247787475586,21.658737182617188,14.761237144470215,20.56307601928711,23.104032516479492,9.461384773254395,21.039098739624023,8.567036628723145,4.554453372955322,18.854372024536133,11.023423194885254,1.4917256832122803,20.791439056396484,16.827335357666016,22.538007736206055,21.680749893188477,17.68663787841797,20.222801208496094,14.993202209472656,20.703536987304688,18.147205352783203,-0.38033321499824524,14.783622741699219,16.959836959838867,23.940553665161133
2,0,hs,key,4,0.07199885696172714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8442086577415466,0.0009559248574078083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11441664397716522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,hs,key,4,0.07263123989105225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8459135890007019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11443089693784714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,-1,base,value,4,1.9225317239761353,-0.8071662187576294,2.0320217609405518,-4.915581703186035,-14.645635604858398,-0.8432743549346924,3.959357738494873,10.657549858093262,1.009511947631836,2.709683895111084,3.5112783908843994,1.3117856979370117,-12.284420013427734,17.814990997314453,-11.901525497436523,4.532604694366455,-2.0295071601867676,-6.970002174377441,-5.517493724822998,-4.283298969268799,0.9241428375244141,-3.188152313232422,-9.884952545166016,0.05209615081548691,-3.6912403106689453,-13.644529342651367,-5.101841926574707,3.973376750946045,-13.58416748046875,2.233126640319824,1.0108208656311035,-5.376594066619873,0.6004070043563843,1.2363941669464111,3.015687942504883,-0.2773289680480957,4.519362449645996,-6.221418857574463,-14.605815887451172,-14.118743896484375,-15.423933982849121,1.8336341381072998,4.301972389221191,-2.3931005001068115,-1.0777645111083984,-1.5044885873794556,3.853095054626465,1.6989526748657227,5.420045375823975,-2.7207300662994385
