t,s,h_norm,Ah_norm,cos_h0
0,0,1.9624178409576416,0.0,1.0
1,0,3.759629011154175,0.3147033154964447,1.0
2,0,0.8549643754959106,0.12462123483419418,1.0000001192092896
3,0,3.8042116165161133,10.828563690185547,1.0
4,0,0.136228546500206,0.015987426042556763,1.0
5,0,3.723680257797241,19.635831832885742,1.0
6,0,0.23100505769252777,0.5161573886871338,1.0
7,0,2.9442477226257324,29.738136291503906,1.0
8,0,4.905693054199219,31.45574188232422,1.0000001192092896
9,0,8.785658836364746,179.52996826171875,0.9999998807907104
10,0,8.616593360900879,369.10992431640625,1.0000001192092896
