t,s,vec_type,kind,class_id,h[0],h[1],h[2],h[3],h[4],h[5],h[6],h[7],h[8],h[9],h[10],h[11],h[12],h[13],h[14],h[15],h[16],h[17],h[18],h[19],h[20],h[21],h[22],h[23],h[24],h[25],h[26],h[27],h[28],h[29],h[30],h[31],h[32],h[33],h[34],h[35],h[36],h[37],h[38],h[39],h[40],h[41],h[42],h[43],h[44],h[45],h[46],h[47],h[48],h[49],h[50],h[51],h[52],h[53],h[54],h[55],h[56],h[57],h[58],h[59]
0,-1,base,bind,0,7.0016984939575195,3.384070873260498,-2.6405279636383057,0.6373963356018066,0.17689254879951477,3.308403730392456,2.8583898544311523,-0.16016364097595215,1.0104084014892578,-1.6050069332122803,-1.8310573101043701,1.4879491329193115,1.0810823440551758,3.2936758995056152,0.4956064224243164,0.7068188190460205,-0.06927108764648438,1.7695832252502441,5.4006667137146,1.9660871028900146,-0.45727670192718506,0.823340654373169,4.474355697631836,1.2979285717010498,2.3790855407714844,2.334068536758423,3.478576183319092,-4.321651458740234,2.96468448638916,4.004430294036865,-0.02198648452758789,-0.00994253158569336,2.364795207977295,1.7764629125595093,3.2014894485473633,-2.8312175273895264,-6.841641902923584,4.140544414520264,4.088240623474121,3.116210460662842,2.292560577392578,-0.6321747303009033,3.4523606300354004,2.2234318256378174,2.9972219467163086,3.688565969467163,2.4484846591949463,1.8041274547576904,1.4440947771072388,7.580059051513672,-1.8276703357696533,0.3142225742340088,0.9439725875854492,2.90525484085083,1.1459906101226807,-1.3406319618225098,1.1291831731796265,3.497738838195801,2.1976163387298584,3.7011353969573975
0,0,hs,bind,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3274565637111664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14183296263217926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11510906368494034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7900994420051575,0.0,0.0
0,1,hs,bind,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3274565637111664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14183296263217926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11510906368494034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7900994420051575,0.0,0.0
1,-1,base,bind,1,7.06131649017334,5.804399013519287,-2.2672853469848633,5.0454583168029785,1.1844946146011353,-0.7913484573364258,4.623602390289307,-0.2796359062194824,-2.288759231567383,-0.13558101654052734,2.3179759979248047,3.191096782684326,4.718242168426514,3.781398296356201,6.887430191040039,3.441617250442505,5.591766357421875,-0.18539176881313324,5.824779510498047,7.742075443267822,-2.974087715148926,5.306271076202393,0.14888787269592285,4.948348045349121,5.0974016189575195,3.1538429260253906,6.853413105010986,-5.522582054138184,3.5264108180999756,-1.6942048072814941,0.43462395668029785,6.13068962097168,4.379471778869629,-4.185433387756348,1.3054826259613037,-0.46380794048309326,-8.034332275390625,7.162954330444336,5.454400539398193,2.636204242706299,2.8272438049316406,4.932279586791992,5.801950931549072,7.939604759216309,4.779080867767334,7.857316970825195,-3.6487748622894287,-3.0950865745544434,-0.3925691843032837,-1.6699120998382568,-5.239870071411133,3.427077054977417,7.424292087554932,3.428351879119873,3.2016379833221436,-2.426252603530884,11.206393241882324,5.935042381286621,-0.5926023125648499,1.4071896076202393
1,0,hs,bind,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8430264592170715,0.0,0.0
1,1,hs,bind,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8663505911827087,0.0,0.0
2,-1,base,bind,0,2.9429850578308105,2.1837081909179688,-4.203035354614258,2.824857234954834,0.5306775569915771,1.1999424695968628,2.7528181076049805,-0.3939417004585266,2.8771865367889404,-0.3160402178764343,-1.6602871417999268,2.761936664581299,1.8094687461853027,3.6859517097473145,1.7930234670639038,-1.2266490459442139,2.534940242767334,2.866957426071167,0.2357296347618103,2.0271055698394775,-1.5058131217956543,2.5722603797912598,0.9600520133972168,1.6773426532745361,2.5149338245391846,4.241333961486816,2.8583741188049316,-3.6309452056884766,2.5149738788604736,1.906997561454773,4.132626056671143,2.099600315093994,3.7624740600585938,1.1750035285949707,1.5482978820800781,-2.469130754470825,-5.159564971923828,0.6936562061309814,4.278460502624512,4.600125789642334,0.8332090377807617,3.549686908721924,2.76241397857666,1.3237600326538086,1.7766180038452148,2.7656805515289307,2.4007911682128906,0.5511095523834229,2.944892406463623,-0.7485697269439697,-1.8446381092071533,3.468656063079834,3.677356719970703,2.8397374153137207,2.853219985961914,2.7272262573242188,1.501537799835205,5.421597480773926,2.509995937347412,1.971835732460022
2,0,hs,bind,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8395982384681702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5372087359428406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11877164989709854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3980940580368042,0.0,0.0
2,1,hs,bind,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8720201253890991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5488983988761902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12350113689899445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5662269592285156,0.0,0.0
3,-1,base,bind,2,5.245016574859619,3.232876777648926,-2.1454193592071533,4.010507583618164,-0.766923189163208,2.650174379348755,3.3485488891601562,0.6571953296661377,7.250035285949707,-2.9138057231903076,-0.30210912227630615,8.106023788452148,4.655025959014893,6.399284362792969,6.388803005218506,-0.20324301719665527,6.202609062194824,1.01448655128479,-3.3599958419799805,3.673609733581543,-1.943252444267273,4.585829734802246,2.4410274028778076,5.204787254333496,2.250537872314453,4.321673393249512,6.0837297439575195,-3.785311698913574,4.361492156982422,-0.564948558807373,2.85516619682312,5.462940216064453,2.7062041759490967,1.510998249053955,-1.9732165336608887,1.8898701667785645,-3.158851385116577,3.3859081268310547,1.0881779193878174,7.4775071144104,7.375153541564941,4.66029167175293,4.615385055541992,4.462882995605469,8.311367988586426,1.8585565090179443,-4.397124767303467,-0.4716989994049072,0.7116526365280151,1.9427906274795532,-1.8936222791671753,5.544078826904297,6.767803192138672,7.379683017730713,6.202588081359863,5.4468793869018555,2.2123918533325195,5.237552642822266,3.9291915893554688,5.9548845291137695
