t,s,h_norm,Ah_norm,cos_h0
0,0,0.9378386735916138,0.0,0.9999999403953552
1,0,1.6685038805007935,0.34900155663490295,1.0000001192092896
2,0,1.4185938835144043,1.1628962755203247,1.0
3,0,1.1000949144363403,1.1331859827041626,1.0
4,0,1.4031859636306763,2.1617369651794434,0.9999998807907104
5,0,0.9726183414459229,1.8755817413330078,0.9999999403953552
6,0,1.5533431768417358,3.810891628265381,0.9999999403953552
7,0,1.4099465608596802,4.154755115509033,1.0
8,0,1.4515001773834229,3.9319069385528564,1.0
9,0,2.3804848194122314,7.805009365081787,1.0
10,0,1.4425780773162842,8.087137222290039,0.9999998807907104
11,0,1.4267669916152954,10.159579277038574,0.9999999403953552
12,0,2.1876120567321777,20.016536712646484,1.0000001192092896
13,0,2.087677478790283,25.02399253845215,1.000000238418579
14,0,0.367477685213089,0.11641545593738556,1.0
