t,s,vec_type,kind,class_id,h[0],h[1],h[2],h[3],h[4],h[5],h[6],h[7],h[8],h[9],h[10],h[11],h[12],h[13],h[14],h[15],h[16],h[17],h[18],h[19],h[20],h[21],h[22],h[23],h[24],h[25],h[26],h[27],h[28],h[29],h[30],h[31],h[32],h[33],h[34],h[35],h[36],h[37],h[38],h[39],h[40],h[41],h[42],h[43],h[44],h[45],h[46],h[47],h[48],h[49],h[50],h[51],h[52],h[53],h[54],h[55],h[56],h[57],h[58],h[59]
0,-1,base,bind,0,6.35485315322876,5.987644672393799,3.4971394538879395,4.82867956161499,4.249854564666748,-2.0019822120666504,4.696359157562256,3.876309633255005,-0.043739140033721924,-0.4269677400588989,2.3548355102539062,-1.286810040473938,0.7622878551483154,0.7050454020500183,0.5182424783706665,-0.57679283618927,4.9015021324157715,4.7035908699035645,7.341207504272461,7.341996192932129,-3.6370303630828857,3.11549711227417,4.52657413482666,4.646240711212158,4.048811435699463,4.571379661560059,4.458661079406738,4.962321758270264,3.840519428253174,3.459864616394043,4.373111724853516,4.479644775390625,-4.387582778930664,3.8868560791015625,4.569401264190674,0.7019573450088501,4.862614631652832,4.175625324249268,0.4772208333015442,5.5507965087890625,4.625553131103516,4.218898773193359,3.706320285797119,1.3428244590759277,5.211067199707031,5.400284767150879,4.161491394042969,5.363038539886475,3.148685932159424,3.1290550231933594,0.5410864353179932,4.746876239776611,-2.3179244995117188,-3.4082067012786865,0.7537065148353577,5.708487033843994,4.575640678405762,4.967257499694824,-1.320521354675293,1.0488616228103638
1,-1,base,bind,1,4.53068733215332,4.214023590087891,6.02475118637085,7.534529209136963,5.614407062530518,0.20384657382965088,4.118800640106201,5.065382957458496,-1.2036250829696655,-0.13098755478858948,-2.5166211128234863,-3.112922430038452,4.71507453918457,5.969895839691162,0.5723664164543152,-1.730014681816101,4.034300804138184,3.870466947555542,0.9163432121276855,3.5186514854431152,0.8006634712219238,5.726306915283203,4.1332688331604,6.499999523162842,2.943312168121338,5.884150505065918,7.949554443359375,3.090928792953491,6.58429479598999,5.709552764892578,5.979378700256348,3.2182557582855225,-3.9682626724243164,7.112366676330566,4.761639595031738,-2.010284423828125,5.920405387878418,5.645430088043213,1.415158748626709,2.4817118644714355,4.6395134925842285,3.980215072631836,7.886241912841797,-0.2837223410606384,6.772682189941406,6.336730003356934,6.262700080871582,4.168381214141846,6.889187812805176,6.4080610275268555,5.6479668617248535,4.187017440795898,-3.4589900970458984,-5.072409629821777,-0.8877333402633667,2.481020212173462,5.5908308029174805,4.303891181945801,0.8190492987632751,1.5623414516448975
2,-1,base,bind,0,5.00120210647583,4.443846225738525,3.5587010383605957,3.5105178356170654,3.8191747665405273,-0.31872060894966125,4.559679985046387,4.221545219421387,0.0625380277633667,-0.5433038473129272,3.016000270843506,-0.1666198968887329,1.235710859298706,1.3782689571380615,-0.8121314644813538,-0.02757611870765686,4.575183868408203,5.364923477172852,6.773481369018555,6.047114372253418,-2.6602840423583984,4.358761787414551,4.950804233551025,3.5036540031433105,5.2890472412109375,4.107448101043701,3.3836331367492676,5.908473014831543,3.3623619079589844,3.7778472900390625,4.540836334228516,4.915447235107422,-2.254044532775879,3.469545364379883,4.171692848205566,-0.7408247590065002,3.9301629066467285,3.713831901550293,-1.0712082386016846,4.816328048706055,3.929278612136841,4.440742492675781,3.3678700923919678,0.7333763837814331,4.211666584014893,3.862165927886963,4.214056491851807,5.174962997436523,3.2145166397094727,3.7794711589813232,1.0579676628112793,5.046604633331299,-1.3155152797698975,-2.007702589035034,-0.059413909912109375,6.219910621643066,4.227567672729492,4.292666912078857,0.48172473907470703,-0.3885573744773865
3,-1,base,bind,2,5.1605119705200195,5.851056098937988,4.258212089538574,4.46512508392334,4.915482997894287,1.7969529628753662,5.022463798522949,4.596933364868164,1.156390905380249,-0.5184510350227356,-1.4228723049163818,-1.3765857219696045,-1.2950613498687744,-1.2011022567749023,2.540254831314087,-0.6730397939682007,4.828867435455322,4.670133113861084,5.789015769958496,6.006309986114502,-3.9041478633880615,2.744736909866333,4.472524642944336,4.933864593505859,4.693286895751953,4.655400276184082,4.400598526000977,5.089383125305176,4.51069974899292,4.495002269744873,4.979449272155762,5.266829013824463,-0.5745484828948975,4.573602199554443,4.613002777099609,-0.019329488277435303,5.257493019104004,5.190319061279297,-0.28630656003952026,5.48396635055542,5.080901622772217,4.969721794128418,3.8376967906951904,0.7112026214599609,4.815499782562256,4.2420268058776855,4.420122146606445,5.5081706047058105,3.0982561111450195,3.8899598121643066,-1.5430814027786255,5.147792339324951,-1.6121078729629517,-2.963266134262085,-0.655439019203186,4.555598258972168,5.446253776550293,4.8169121742248535,-1.2315559387207031,0.24119359254837036
4,-1,base,bind,2,5.121922969818115,6.282442569732666,4.832993507385254,5.835599899291992,5.776650428771973,0.21592861413955688,5.551239013671875,4.843723297119141,-1.1137669086456299,0.22463081777095795,-1.97158682346344,-3.412201404571533,-1.4372843503952026,-0.4156876802444458,1.5245206356048584,-1.27019464969635,4.730322360992432,4.127459526062012,4.480475902557373,6.114039421081543,-1.8445580005645752,2.486487865447998,4.341361999511719,5.984879970550537,3.4918951988220215,4.759842872619629,6.260380268096924,4.347769260406494,5.661921501159668,5.20896053314209,5.602380275726318,5.453620910644531,-1.6589783430099487,5.431196689605713,5.179078578948975,-0.8254290223121643,6.166711330413818,6.308742523193359,0.912781834602356,5.564794540405273,6.136586666107178,4.864975452423096,5.335803031921387,-0.1790066957473755,5.125272750854492,4.8076887130737305,4.592216968536377,5.2775092124938965,4.486213684082031,4.5384063720703125,-1.152984380722046,5.3361592292785645,-2.6677184104919434,-4.050569534301758,-0.9845138192176819,3.2576818466186523,6.270030498504639,5.75808572769165,-0.14613553881645203,0.5169346332550049
5,-1,base,bind,3,7.8552398681640625,4.997935771942139,3.538921356201172,5.658958435058594,3.9200148582458496,-2.5826334953308105,4.560884952545166,3.841397762298584,-1.195443868637085,1.1781001091003418,3.8502049446105957,-0.5080345869064331,0.6803312301635742,0.9176602959632874,-0.08567275106906891,-0.28717780113220215,3.9551994800567627,5.1848883628845215,8.769582748413086,8.173579216003418,-4.375393867492676,5.127546787261963,5.4067230224609375,3.7036638259887695,3.877495765686035,3.911970376968384,3.944746971130371,5.573421478271484,3.878387689590454,3.5691001415252686,5.428478717803955,4.847156524658203,-2.7413840293884277,4.151716232299805,4.8324809074401855,1.8897318840026855,4.856095790863037,4.248838901519775,-0.8251978754997253,4.972242832183838,4.299250602722168,3.1206536293029785,5.400149822235107,0.6442044973373413,7.115102291107178,6.993722915649414,3.364442825317383,5.553932189941406,4.162292003631592,4.297386169433594,0.5481487512588501,4.923104286193848,-1.490573763847351,-1.8052889108657837,0.7049436569213867,6.91557502746582,5.192600250244141,4.9283647537231445,-0.6486166715621948,2.337925672531128
6,-1,base,bind,0,2.9027609825134277,5.166500091552734,4.643588066101074,2.465363025665283,5.1053547859191895,0.42239487171173096,6.159095764160156,5.212273120880127,-1.052985668182373,1.016677975654602,0.11924374103546143,-0.20767426490783691,-5.197282314300537,-4.05474328994751,-2.52276611328125,0.5533828735351562,5.3041582107543945,6.404504299163818,6.219851016998291,4.166206359863281,-2.176290273666382,3.5643410682678223,6.092005729675293,3.4233217239379883,6.931053161621094,4.484828948974609,2.6267127990722656,7.23114013671875,4.472883701324463,5.448153972625732,5.151289939880371,7.583608627319336,-2.0907323360443115,3.273789167404175,5.159858703613281,-2.315584182739258,4.463201999664307,5.381322860717773,-0.024619758129119873,6.204095363616943,5.540392875671387,6.287878036499023,2.847278118133545,1.8532421588897705,2.614288568496704,1.6300923824310303,3.8122363090515137,5.577603340148926,3.627774238586426,4.304262161254883,-4.893108367919922,6.179530620574951,-0.08409202098846436,-0.9224863052368164,1.470292091369629,4.1953125,5.476413249969482,5.384063243865967,-0.24347928166389465,-0.823771059513092
7,-1,base,bind,1,4.311992168426514,4.655875205993652,3.996854782104492,5.841292858123779,4.605487823486328,0.17860129475593567,3.9196598529815674,3.955214262008667,4.585581302642822,-3.602234125137329,-3.6031107902526855,-1.19807767868042,2.848180055618286,3.3861451148986816,0.04873974621295929,-0.6122912764549255,4.0384135246276855,3.4764790534973145,2.694134473800659,4.626284599304199,-1.7705886363983154,3.245617389678955,3.4650681018829346,5.615165710449219,2.9723410606384277,5.011005401611328,6.4344000816345215,3.7412707805633545,4.836485862731934,4.168405055999756,4.73956298828125,3.3359227180480957,-1.416412115097046,5.361782550811768,4.057991981506348,0.4472181797027588,4.929325580596924,4.654240131378174,1.0385692119598389,3.2787303924560547,4.29252815246582,3.511673927307129,5.6074066162109375,1.293144702911377,5.22517728805542,4.878884792327881,5.148929119110107,4.11011266708374,4.932981491088867,4.242825508117676,3.061342716217041,4.097081661224365,-1.146916389465332,-1.9100935459136963,0.7285764813423157,3.2068533897399902,4.666200160980225,4.273841857910156,-0.394705593585968,-0.021218180656433105
8,-1,base,bind,1,4.227372646331787,7.6578240394592285,8.17821979522705,7.141037940979004,8.545377731323242,2.3966257572174072,7.674471855163574,7.451457977294922,0.6979125738143921,2.9135732650756836,-0.07357525825500488,-0.5441120266914368,0.5151466131210327,2.3706321716308594,1.492148995399475,-0.1820337474346161,6.642851829528809,6.281365394592285,2.671696424484253,4.406015872955322,-2.375440835952759,3.8932743072509766,6.374947547912598,8.2149076461792,5.642361640930176,7.9258575439453125,8.715850830078125,4.896916389465332,8.81221866607666,8.211681365966797,7.614747524261475,7.491772174835205,-3.525829315185547,7.977052688598633,7.572294235229492,-4.561050891876221,8.026016235351562,8.573506355285645,1.5830507278442383,7.00837516784668,8.39035415649414,8.06083869934082,7.633145332336426,-0.4677337110042572,5.438109397888184,5.02739143371582,7.92876672744751,6.554163932800293,7.79136848449707,7.12085485458374,1.9419357776641846,6.945814609527588,-0.28187239170074463,-1.2568511962890625,-0.9418637156486511,2.131425619125366,8.330223083496094,7.548898696899414,0.11358220130205154,7.625110149383545
9,-1,base,bind,3,3.8747990131378174,4.391653060913086,6.820631980895996,5.859289646148682,6.646124839782715,1.6954948902130127,5.989356994628906,6.211026191711426,-3.422419548034668,3.2321529388427734,3.092176914215088,-1.961247444152832,-2.20361065864563,-0.4958135485649109,0.7273898124694824,-0.6358356475830078,3.9674415588378906,4.918354034423828,2.323591947555542,2.810964345932007,-0.6988774538040161,5.890405654907227,5.880809783935547,5.1376447677612305,5.179679870605469,4.476098537445068,5.1069207191467285,5.588171482086182,7.139947891235352,7.509163856506348,7.0885396003723145,6.950842380523682,-3.2117152214050293,6.569762229919434,5.68423318862915,-2.3387346267700195,6.27347469329834,7.508566856384277,1.4689199924468994,4.344611644744873,6.225822448730469,5.401013374328613,7.254180908203125,0.6187748908996582,6.183337211608887,4.517534255981445,4.1135711669921875,5.083037376403809,6.2414093017578125,7.522952556610107,-1.4530539512634277,5.825253963470459,-0.509392261505127,-1.1024439334869385,-0.7054047584533691,2.181736707687378,7.3496479988098145,5.442502975463867,-0.5593310594558716,4.908478736877441
