t,s,vec_type,kind,class_id,h[0],h[1],h[2],h[3],h[4],h[5],h[6],h[7],h[8],h[9],h[10],h[11],h[12],h[13],h[14],h[15],h[16],h[17],h[18],h[19],h[20],h[21],h[22],h[23],h[24],h[25],h[26],h[27],h[28],h[29],h[30],h[31],h[32],h[33],h[34],h[35],h[36],h[37],h[38],h[39],h[40],h[41],h[42],h[43],h[44],h[45],h[46],h[47],h[48],h[49],h[50],h[51],h[52],h[53],h[54],h[55],h[56],h[57],h[58],h[59]
0,-1,base,bind,0,1.146727442741394,4.413946151733398,1.6840218305587769,-2.5649476051330566,8.743172645568848,-3.0218639373779297,3.467538595199585,1.7211207151412964,-1.7737339735031128,1.916643500328064,-0.07714855670928955,2.5133562088012695,0.23723554611206055,-1.3697292804718018,2.0976572036743164,-2.7517340183258057,0.6951696872711182,2.298726797103882,-2.128694772720337,2.509305953979492,-3.995124101638794,1.5930211544036865,3.915447473526001,7.26593017578125,5.4497761726379395,1.3676996231079102,1.3048532009124756,3.1101810932159424,4.468031406402588,6.068464279174805,2.1755266189575195,1.977555513381958,-0.45128190517425537,3.0262269973754883,-0.3190491795539856,0.5839956402778625,0.748951256275177,7.226011276245117,-1.5924913883209229,5.704769134521484,-4.183269023895264,-1.5805954933166504,1.307706594467163,1.5570541620254517,2.337810754776001,3.2087223529815674,2.16745924949646,2.2538399696350098,-0.6259939670562744,-0.5479912757873535,3.8007352352142334,3.1323962211608887,7.823246955871582,2.48117995262146,-0.16595982015132904,3.491420269012451,1.7868690490722656,0.722083330154419,-0.5096309781074524,4.366177558898926
0,0,hs,bind,0,0.0,0.20432211458683014,0.0,0.0,0.6037759184837341,0.0,0.12600088119506836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04180550575256348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6749996542930603,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,hs,bind,0,0.0,0.20432211458683014,0.0,0.0,0.6037759184837341,0.0,0.12600088119506836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04180550575256348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6749996542930603,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-1,base,bind,1,0.8959650993347168,6.100950717926025,8.312705039978027,1.5122867822647095,9.094576835632324,3.3250370025634766,0.554293155670166,3.6699554920196533,0.4295156002044678,3.7332370281219482,-0.5088117122650146,3.5324277877807617,-0.2858304977416992,0.262214332818985,5.44700288772583,-1.2475619316101074,1.1381937265396118,6.639911651611328,-4.326251983642578,8.312239646911621,-5.957381248474121,0.4719494581222534,3.783243417739868,6.179612159729004,2.4903624057769775,1.4951783418655396,-0.3008878231048584,1.1744270324707031,3.622803211212158,2.59591007232666,3.8852431774139404,3.6523637771606445,1.3988189697265625,-1.1853673458099365,0.26479506492614746,0.5122182965278625,0.7827229499816895,3.2937912940979004,-0.6255896091461182,3.9210116863250732,-1.6914894580841064,5.035526752471924,8.218673706054688,1.9906500577926636,4.718478202819824,1.09768807888031,1.785576343536377,4.069574356079102,3.769778251647949,-2.699641466140747,5.490446090698242,3.7930400371551514,16.231136322021484,7.612547874450684,-1.143367886543274,-1.680417776107788,2.1863889694213867,2.2275490760803223,0.3263770341873169,1.5118671655654907
1,0,hs,bind,1,0.0,0.2225295603275299,0.0,0.0,0.31410136818885803,0.2406139224767685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4692119359970093,0.0,0.0,0.0,0.0,0.0,0.37338441610336304,0.0,0.0,0.0,1.489380955696106,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,hs,bind,1,0.0,0.22710375487804413,0.0,0.0,0.3340931236743927,0.23776796460151672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4621589183807373,0.0,0.0,0.0,0.0,0.0,0.36980417370796204,0.0,0.0,0.0,1.5084741115570068,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-1,base,bind,0,0.4741286039352417,-0.5423393249511719,0.0071125030517578125,-4.662684917449951,7.744419097900391,-0.8116952180862427,7.385649681091309,5.913141250610352,1.5665390491485596,8.590408325195312,0.5827347040176392,-1.209754467010498,4.354183673858643,0.9539877772331238,4.201087474822998,-0.4241265058517456,0.23859849572181702,-3.1053121089935303,1.7519185543060303,3.033540725708008,-5.037294387817383,3.988666296005249,9.911954879760742,6.293573379516602,5.6792402267456055,1.0455377101898193,6.298280715942383,0.9148385524749756,0.5166492462158203,8.48674201965332,-0.8157107830047607,8.482488632202148,-0.47405171394348145,5.223845481872559,2.104292392730713,5.424177169799805,5.383108139038086,4.4424357414245605,1.1450979709625244,4.988494873046875,-1.171809196472168,6.190883636474609,1.0151777267456055,1.5882929563522339,6.202420234680176,1.066306233406067,6.387951374053955,1.0514767169952393,-1.205411434173584,0.48908984661102295,8.293569564819336,5.765857696533203,16.420909881591797,8.89202880859375,0.9409379959106445,0.49438875913619995,-1.212162971496582,8.630582809448242,1.1312215328216553,1.3180856704711914
2,0,hs,bind,0,0.0,0.0,0.0,0.0,0.01733015663921833,0.0,0.28575006127357483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6155331134796143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2456220388412476,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,hs,bind,0,0.0,0.0,0.0,0.0,0.042888253927230835,0.0,0.28039801120758057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6053147912025452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3374937772750854,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,-1,base,bind,2,0.7412465810775757,2.6546571254730225,8.459393501281738,-4.322724342346191,7.035761833190918,-1.0097270011901855,2.201423168182373,2.730574131011963,2.6024041175842285,3.5641531944274902,-1.1276153326034546,1.1771208047866821,5.5758585929870605,2.165220260620117,4.331110954284668,-0.8914526700973511,2.8631248474121094,-0.8133261203765869,-0.19759368896484375,4.383244514465332,-1.0373055934906006,2.0146682262420654,3.606750965118408,0.4441777467727661,3.412947177886963,2.1137940883636475,-0.42838770151138306,4.226856708526611,2.539677143096924,3.2857515811920166,1.3399465084075928,4.108889102935791,-2.044532060623169,0.8613579869270325,-2.3380043506622314,3.5463356971740723,1.3975095748901367,2.6058831214904785,6.137490272521973,4.439032077789307,2.7376112937927246,1.29952073097229,1.0439717769622803,1.3576273918151855,2.362121343612671,2.736091136932373,0.6126428246498108,-0.12441757321357727,-3.364671468734741,5.150472640991211,8.747888565063477,6.255274295806885,9.455310821533203,10.008692741394043,5.778904914855957,1.1840381622314453,2.3376941680908203,5.172968864440918,-0.43390554189682007,3.42470645904541
