epoch,seed,core_type,use_fw,use_ln,S,lambda,eta,T_bind,duplicate,delta_wait,train_loss,train_acc,valid_loss,valid_acc,specA,specA_val,alpha_train,alpha_val
1,0,fw,0,1,0,0.0,0.0,12,4,0,0.8760788091517985,0.3691995871255291,0.7769117359519004,0.46266474701371046,0.0,0.0,0.0,0.0
2,0,fw,0,1,0,0.0,0.0,12,4,0,0.7861111836440862,0.4686561374119716,0.7667239093929529,0.4855770321714226,0.0,0.0,0.0,0.0
3,0,fw,0,1,0,0.0,0.0,12,4,0,0.7578902855761349,0.497621196164703,0.7349389030635357,0.5201149435236002,0.0,0.0,0.0,0.0
4,0,fw,0,1,0,0.0,0.0,12,4,0,0.7299352434903383,0.5220786420607822,0.7395528967548162,0.5144753001448116,0.0,0.0,0.0,0.0
5,0,fw,0,1,0,0.0,0.0,12,4,0,0.7170986380582676,0.5316777316650725,0.6959435703530907,0.5513101366745541,0.0,0.0,0.0,0.0
6,0,fw,0,1,0,0.0,0.0,12,4,0,0.7096816427513957,0.5414204873277806,0.7151348875854164,0.5324353602078045,0.0,0.0,0.0,0.0
7,0,fw,0,1,0,0.0,0.0,12,4,0,0.7013741586364806,0.5462977194345323,0.6951322500929237,0.5465718986329157,0.0,0.0,0.0,0.0
8,0,fw,0,1,0,0.0,0.0,12,4,0,0.6952419511269778,0.5512467941531329,0.7537732864096761,0.5071739889471791,0.0,0.0,0.0,0.0
9,0,fw,0,1,0,0.0,0.0,12,4,0,0.6835277105608955,0.5616907657998381,0.6597123500676826,0.5772902092124569,0.0,0.0,0.0,0.0
10,0,fw,0,1,0,0.0,0.0,12,4,0,0.6872380453117192,0.558486075597431,0.6987153576388955,0.5528035472811899,0.0,0.0,0.0,0.0
11,0,fw,0,1,0,0.0,0.0,12,4,0,0.6738119205866009,0.5714566211425816,0.6469229067228734,0.5875772011694498,0.0,0.0,0.0,0.0
