t,cos_raw,cos_pos
0,0.0,0.0
1,0.23471592284114495,0.23471592284114495
2,0.6072477456423399,0.6072477456423399
3,0.2954307570903946,0.2954307570903946
4,0.579043475628514,0.579043475628514
5,0.28577094234179573,0.28577094234179573
6,0.5891118421913482,0.5891118421913482
7,0.3108405302202388,0.3108405302202388
8,0.4440687502072009,0.4440687502072009
9,0.4293864220561957,0.4293864220561957
10,0.5228196416393274,0.5228196416393274
