t,cos_raw,cos_pos
0,0.0,0.0
1,0.2942012879158159,0.2942012879158159
2,0.5250401847822648,0.5250401847822648
3,0.09285714300689595,0.09285714300689595
4,0.5837029429411673,0.5837029429411673
5,0.3466833390602581,0.3466833390602581
6,0.7393614163568261,0.7393614163568261
7,0.2842274336129078,0.2842274336129078
8,0.5130030373099281,0.5130030373099281
9,0.9272092598811345,0.9272092598811345
10,0.5800509033615482,0.5800509033615482
