epoch,seed,core_type,use_fw,use_ln,S,lambda,eta,T_bind,duplicate,delta_wait,train_loss,train_acc,valid_loss,valid_acc,specA,specA_val,alpha_train,alpha_val
1,4,tanh,1,1,1,0.95,0.3,12,3,2,1.0178968590889126,0.17157706291801297,0.8405301192700863,0.39451716719008983,57.45933627033234,4.271355815291405,0.3117180274661098,0.2951556541068213
2,4,tanh,1,1,1,0.95,0.3,12,3,2,0.7352056532547809,0.5018546700119972,0.6844524088408798,0.5412206407245248,4.339599311566353,5.26180351805687,0.2589092467073883,0.23560461452390466
3,4,tanh,1,1,1,0.95,0.3,12,3,2,0.6250662835778669,0.613033779531531,0.6299826218658127,0.6301641284413636,4.7536180227279665,4.554353706121445,0.188980752068758,0.15624539450875352
4,4,tanh,1,1,1,0.95,0.3,12,3,2,0.5768917231543921,0.6555384983144701,0.5391408457444049,0.6763012691829353,5.034249284696579,5.295283008098602,0.14319173702810492,0.1314251597843
5,4,tanh,1,1,1,0.95,0.3,12,3,2,0.5563177566556725,0.6680283802083693,0.5146749884434976,0.6942433348949999,5.235780363845826,5.122777498960495,0.11911156322274889,0.10818500968175275
6,4,tanh,1,1,1,0.95,0.3,12,3,2,0.5272118732040748,0.6923294665329158,0.513120252408553,0.7128333090255037,5.234775708913803,5.336928659915924,0.10145613311188562,0.09403247463490283
7,4,tanh,1,1,1,0.95,0.3,12,3,2,0.5139655029123649,0.7036896091927775,0.4969824740057811,0.711683758710511,5.370718514895439,5.04637845826149,0.09011174250372818,0.08072827998868057
8,4,tanh,1,1,1,0.95,0.3,12,3,2,0.5067239273326238,0.7061764950780198,0.4959374380414374,0.709884887907654,5.575834345960617,5.453006180763245,0.08137978937966482,0.07892063722227302
9,4,tanh,1,1,1,0.95,0.3,12,3,2,0.5011563196219504,0.7113523045098409,0.49470006458740684,0.7079439645409584,5.793973863697052,5.926881736755371,0.07603347130290099,0.07365919051851545
10,4,tanh,1,1,1,0.95,0.3,12,3,2,0.49666864840118213,0.7143049377344549,0.48002628267835823,0.7288002155534923,5.86491889295578,5.7827585420608525,0.0697403904923371,0.06516919876635074
11,4,tanh,1,1,1,0.95,0.3,12,3,2,0.47328291557354385,0.7294316705916077,0.46507174100168047,0.7345280803591013,5.959684938812256,5.862549779176712,0.0649941522368363,0.06339378289026874
12,4,tanh,1,1,1,0.95,0.3,12,3,2,0.47402873336630874,0.7265186762880534,0.4566900072749704,0.7371116187795996,5.870734909009934,5.644814201354981,0.061717221937009265,0.05946370098420552
13,4,tanh,1,1,1,0.95,0.3,12,3,2,0.46732363221650014,0.730835657047294,0.45203011345583943,0.7424103642674162,5.818785878515244,5.739673786640167,0.05757956946109022,0.0556640854350158
14,4,tanh,1,1,1,0.95,0.3,12,3,2,0.4640495260150638,0.7314490247549489,0.45251720858132466,0.7315772020015866,5.657978206825256,5.748300769567489,0.0543808741901602,0.05341936663218907
15,4,tanh,1,1,1,0.95,0.3,12,3,2,0.45988084328435364,0.7327769253704697,0.4723344051525928,0.7325574714820832,5.71919070968628,5.775584626436234,0.05233559786421912,0.050971233442425726
16,4,tanh,1,1,1,0.95,0.3,12,3,2,0.45775080234645865,0.7352708712689578,0.4677923928294331,0.7233334065191448,5.713232442808152,5.705992698907852,0.0506859950712749,0.04913798006517547
17,4,tanh,1,1,1,0.95,0.3,12,3,2,0.4539440846961923,0.7414802999697626,0.448638029799331,0.7406937101278455,5.770509653711319,5.584811067581176,0.048846243645037916,0.04716172463766166
18,4,tanh,1,1,1,0.95,0.3,12,3,2,0.44951426511851605,0.7439044147705659,0.43306210085609925,0.7598760275337845,5.677978393030167,5.604578613519669,0.04717729862247195,0.04486194212096078
19,4,tanh,1,1,1,0.95,0.3,12,3,2,0.4449247442394495,0.7483107157891616,0.4490266611962579,0.7506531117707491,5.656701082611084,5.818068120002747,0.04472840289771557,0.04391652045718261
20,4,tanh,1,1,1,0.95,0.3,12,3,2,0.4421938281243667,0.7495127934156917,0.46330744502181187,0.7337606366956606,5.604681733417511,5.826933923721313,0.0426059624339853,0.04255549010208675
21,4,tanh,1,1,1,0.95,0.3,12,3,2,0.4437000912927091,0.7479347358008847,0.4391676118806936,0.7570357474368066,5.645242514133454,5.571101205825806,0.04115472671857902,0.039290659627744126
22,4,tanh,1,1,1,0.95,0.3,12,3,2,0.4392042805249337,0.7519613605706953,0.46685893636988474,0.732220007868018,5.659339181876183,5.453111252427101,0.039933216662066326,0.03937747931906155
23,4,tanh,1,1,1,0.95,0.3,12,3,2,0.44147412841473704,0.7500782442770898,0.4340835550266784,0.7535281697511673,5.646031424570084,5.431690233111381,0.03877184426656791,0.037802894892437114
24,4,tanh,1,1,1,0.95,0.3,12,3,2,0.43992912109876053,0.750134180380404,0.43188934623985553,0.7527656411118805,5.684303533554077,5.507258818387985,0.03807197201720306,0.03694574864847319
25,4,tanh,1,1,1,0.95,0.3,12,3,2,0.4360429761288222,0.7523871169873513,0.4309900297904387,0.7562585836052894,5.6099630474805835,5.730089431524276,0.03645156182604177,0.03591839836112091
26,4,tanh,1,1,1,0.95,0.3,12,3,2,0.44415343888169156,0.7455421509467065,0.4236563934860751,0.7578735921317712,5.605662404632568,5.711901224136352,0.035711818809594426,0.03582768731032099
27,4,tanh,1,1,1,0.95,0.3,12,3,2,0.4351609973318875,0.7520112802429124,0.4231259571025148,0.7578993060067296,5.668686659812927,5.6666852076053615,0.03496047744665827,0.03457384988026959
