lambda,eta,mean_valid_acc,std_valid_acc,n
0.65,0.3,0.47633125,0.11122864498340232,5
0.65,0.5,0.53374375,0.11725073027491131,5
0.65,0.7,0.49327812499999996,0.13393602987118983,5
0.8,0.3,0.8267468750000001,0.12708408164909463,5
0.8,0.5,0.733803125,0.16481513750496724,5
0.8,0.7,0.8127906250000001,0.20242801807062183,5
0.95,0.3,0.9962250000000001,0.0026195740052058227,5
0.95,0.5,0.9954124999999999,0.00271865301551155,5
0.95,0.7,0.9961375,0.003019442208421934,5
