epoch,seed,core_type,use_fw,use_ln,S,lambda,eta,T_bind,duplicate,delta_wait,train_loss,train_acc,valid_loss,valid_acc,specA,specA_val,alpha_train,alpha_val
1,0,tanh,1,1,1,0.85,0.3,12,3,0,0.8252213016748429,-0.46192650866508483,0.7297280240058899,-0.076208536028862,1.605194284439087,1.5785967755317687,0.5195416598182457,0.44878083701317123
2,0,tanh,1,1,1,0.85,0.3,12,3,0,0.7138158847689628,-0.044010193705558774,0.7011900919675828,-0.017307655811309816,1.5827160407304763,1.6309006810188293,0.35979914855040035,0.30198547633794637
3,0,tanh,1,1,1,0.85,0.3,12,3,0,0.6886817989051341,0.00642824000120163,0.6869729673862457,0.00930328905582428,1.586471082687378,1.4855655300617219,0.2464649858887379,0.18745613813400264
4,0,tanh,1,1,1,0.85,0.3,12,3,0,0.6790748106241227,0.02446783471107483,0.6759685152769088,0.03227397799491882,1.5303100689649582,1.4671768689155578,0.18357350261853292,0.17859841149586891
5,0,tanh,1,1,1,0.85,0.3,12,3,0,0.6721471188366414,0.038643404304981234,0.6652874380350113,0.052564963698387146,1.3076878141760826,1.259858518242836,0.14448795017829308,0.11097982209462386
6,0,tanh,1,1,1,0.85,0.3,12,3,0,0.6663217007219792,0.049791533946990964,0.659233129620552,0.06263131201267243,1.1912395833730698,1.1007862305641174,0.10805569136601227,0.1028142924950673
7,0,tanh,1,1,1,0.85,0.3,12,3,0,0.6652520355284214,0.05247037118673325,0.6619398951530456,0.05938836634159088,1.1993802198767662,1.0060504406690598,0.09227700634644581,0.07052979061236749
8,0,tanh,1,1,1,0.85,0.3,12,3,0,0.6663337767124176,0.05033946079015732,0.6658906310796737,0.05165379822254181,1.184005164206028,1.1073016691207886,0.07419610808904353,0.06789095809826484
9,0,tanh,1,1,1,0.85,0.3,12,3,0,0.6625849888324737,0.05735429757833481,0.664782047867775,0.053146464228630064,1.172340403676033,1.2792146742343902,0.0663641426058916,0.04902644629661854
10,0,tanh,1,1,1,0.85,0.3,12,3,0,0.6629658196270466,0.05669998645782471,0.6512674021720887,0.07973931312561035,1.1621704832315445,0.8060503542423249,0.04935651616408275,0.06498584082493415
11,0,tanh,1,1,1,0.85,0.3,12,3,0,0.6617286843061447,0.059234713137149814,0.6568767505884171,0.06865889966487884,1.0824631443321704,0.8775124591588974,0.04745337977317664,0.04749909533904148
12,0,tanh,1,1,1,0.85,0.3,12,3,0,0.6584610363841057,0.0651434769630432,0.6577395588159561,0.06700839400291443,1.1327781332433224,1.2436034166812897,0.04106076388634168,0.03406912308472853
