epoch,seed,core_type,use_fw,use_ln,S,lambda,eta,T_bind,duplicate,delta_wait,train_loss,train_acc,valid_loss,valid_acc,specA,specA_val,alpha_train,alpha_val
1,2,tanh,1,1,3,0.95,0.3,12,3,2,1.0838562178045512,0.12167644688617438,1.2318420249447226,0.3173471700325608,73.96654819710254,3.1286894853115084,0.49015565793542637,0.3013591942858128
2,2,tanh,1,1,3,0.95,0.3,12,3,2,0.8148736648729071,0.44780367679912597,0.7372807314638048,0.5437802197192796,3.6292755717515948,3.5626294511556624,0.2512765019907838,0.19620047560972825
3,2,tanh,1,1,3,0.95,0.3,12,3,2,0.6461363620158285,0.6234705850331113,0.5448708681706339,0.6970104635600001,4.29092729985714,4.311788908839226,0.17896897629825842,0.15317632156894323
4,2,tanh,1,1,3,0.95,0.3,12,3,2,0.5291607827755622,0.7042832629244774,0.4803119772491045,0.7363869663858786,4.559238622403145,4.314270841360092,0.14298113600668452,0.1284645230245023
5,2,tanh,1,1,3,0.95,0.3,12,3,2,0.48925595043748615,0.7260968602227047,0.46175971464719623,0.7513812361815945,4.840600840854645,5.351495770931244,0.12841007690741904,0.12452467224995294
6,2,tanh,1,1,3,0.95,0.3,12,3,2,0.472066611229023,0.7363208717780187,0.4552331586452201,0.7372222356414423,5.078458517932892,5.156582132577896,0.12121885096047604,0.11852571790204162
7,2,tanh,1,1,3,0.95,0.3,12,3,2,0.459176316092629,0.7410546343063935,0.41588702127640137,0.7715460899975151,5.25931003344059,4.957458546876907,0.11426445191147781,0.10576834420788855
8,2,tanh,1,1,3,0.95,0.3,12,3,2,0.42883998895413245,0.7624516323441639,0.4461303566172719,0.7375488320067525,5.4593358835935595,5.5855588386058805,0.10687135468536899,0.10732565327627319
9,2,tanh,1,1,3,0.95,0.3,12,3,2,0.42148627164196223,0.7665664365140721,0.39890035489574077,0.7783320276476443,5.694610152959823,5.870411343336105,0.10341076644715809,0.10277246993709178
10,2,tanh,1,1,3,0.95,0.3,12,3,2,0.420767700871313,0.7674436968342401,0.4442819093223661,0.7500602974314242,5.778505799436569,5.8678100328445435,0.10019321407860234,0.10085551267933278
11,2,tanh,1,1,3,0.95,0.3,12,3,2,0.41891621483135966,0.7670363315466792,0.3928676622363273,0.7816031482671387,5.900211777877808,5.736659198760987,0.09872526439797312,0.09646473807806061
12,2,tanh,1,1,3,0.95,0.3,12,3,2,0.4163293579655234,0.7687804806463421,0.4064076470278669,0.7702234913632273,5.86414383225441,5.971514865398407,0.09555900239901882,0.09571678868716671
13,2,tanh,1,1,3,0.95,0.3,12,3,2,0.4112880042057019,0.7719562649969012,0.3963114365078509,0.7800769557319581,5.96609053196907,5.915555613279342,0.0935143081349986,0.09287555825568382
14,2,tanh,1,1,3,0.95,0.3,12,3,2,0.40681789292204196,0.7735106863116845,0.38727453937381506,0.7881681780368089,6.10525976600647,6.417166034460068,0.09269284547056471,0.0923875649330162
15,2,tanh,1,1,3,0.95,0.3,12,3,2,0.40650563120353034,0.7750035164183006,0.4000331703177653,0.7763733506966383,6.160721688556671,6.072784556388855,0.09159532639185587,0.09105393684974737
16,2,tanh,1,1,3,0.95,0.3,12,3,2,0.40642328010667117,0.77367601607088,0.4036832370082848,0.7707592565463856,6.114187539339065,6.259753632068634,0.09061633270751862,0.09306543166509697
17,2,tanh,1,1,3,0.95,0.3,12,3,2,0.4044212525748648,0.7744614343276247,0.4150348969772458,0.7735817015059292,6.230375637149811,6.196770094156265,0.09098524836159888,0.08902441066432568
18,2,tanh,1,1,3,0.95,0.3,12,3,2,0.4031374353619758,0.7762094683524221,0.38195497984066606,0.7860270400866866,6.25774270029068,6.307904319286346,0.09060644475136484,0.0909969470231306
19,2,tanh,1,1,3,0.95,0.3,12,3,2,0.39801970509360546,0.7790508971776813,0.4062941862745211,0.7723230822067708,6.332072457075119,6.379226303339005,0.09009924149286179,0.09088559161694276
20,2,tanh,1,1,3,0.95,0.3,12,3,2,0.3968196395144332,0.7787640317901969,0.39544601168250665,0.7814618208296596,6.4174830463409425,6.251559927463531,0.09082305536823615,0.0902548043585959
21,2,tanh,1,1,3,0.95,0.3,12,3,2,0.3972087860937696,0.7788395178453997,0.39521416029916145,0.7888222070392221,6.420427878808975,6.452003301620484,0.08970894732787495,0.09040319865729128
22,2,tanh,1,1,3,0.95,0.3,12,3,2,0.401395417284593,0.7765595972785726,0.40243461895594373,0.7793062957469374,6.509646255016327,6.680345626354217,0.0912942623491798,0.09228957731737977
23,2,tanh,1,1,3,0.95,0.3,12,3,2,0.3962101106539834,0.7779911245238036,0.3992289603545796,0.7769231296433136,6.476560375928878,6.480672790765762,0.09095055334780898,0.09107278491414729
