epoch,seed,core_type,use_fw,use_ln,S,lambda,eta,T_bind,duplicate,delta_wait,train_loss,train_acc,valid_loss,valid_acc,specA,specA_val,alpha_train,alpha_val
1,2,fw,1,1,1,0.95,0.3,12,3,2,1.0540983287453651,0.18181171811819077,0.8334922058470547,0.4073243298875168,98.41003413000107,3.9310159920454026,0.0,0.0
2,2,fw,1,1,1,0.95,0.3,12,3,2,0.7577944024451077,0.4866405193442479,0.693759095825255,0.5366324571594596,3.796669427382946,3.9799192607402802,0.0,0.0
3,2,fw,1,1,1,0.95,0.3,12,3,2,0.687865481490828,0.5559439864312299,0.653410675579682,0.5722768817706965,4.081379866707325,4.0912197254896165,0.0,0.0
4,2,fw,1,1,1,0.95,0.3,12,3,2,0.651119059689343,0.5910337854742073,0.6179905793368816,0.6085846531894058,4.299454670786858,4.207535578966141,0.0,0.0
5,2,fw,1,1,1,0.95,0.3,12,3,2,0.6157823468631134,0.6201574333302676,0.6048280819803477,0.621033165615052,4.340705073332787,4.81563145005703,0.0,0.0
6,2,fw,1,1,1,0.95,0.3,12,3,2,0.5879536433487199,0.6435000782927498,0.5789083597343415,0.6453805572446436,4.385901443505287,4.50332876431942,0.0,0.0
7,2,fw,1,1,1,0.95,0.3,12,3,2,0.5765067420816049,0.6557176619710401,0.5800732806148008,0.6490315854083747,4.48321006052494,4.28375185239315,0.0,0.0
8,2,fw,1,1,1,0.95,0.3,12,3,2,0.5711973931591958,0.6591707391636447,0.5607850093785673,0.6486834948835895,4.582091694998741,4.42904970562458,0.0,0.0
9,2,fw,1,1,1,0.95,0.3,12,3,2,0.562939057165198,0.6621719894865528,0.5851974536925554,0.6671914003808052,4.663318782901764,4.903589270114899,0.0,0.0
10,2,fw,1,1,1,0.95,0.3,12,3,2,0.5555646934396588,0.6683486387601122,0.618669561734423,0.6640783497514203,5.00028373439312,5.541008799552918,0.0,0.0
11,2,fw,1,1,1,0.95,0.3,12,3,2,0.5453442447190173,0.6776093868205324,0.51874874509871,0.69957183563523,5.26584958486557,5.320950620055199,0.0,0.0
12,2,fw,1,1,1,0.95,0.3,12,3,2,0.538910278591048,0.6811622555069625,0.5316762991528958,0.685857485698536,5.424349813246727,5.79746814596653,0.0,0.0
13,2,fw,1,1,1,0.95,0.3,12,3,2,0.5349303726926447,0.6856928825069218,0.5402499800510705,0.6997480055624619,5.639659337615967,5.981093383431435,0.0,0.0
14,2,fw,1,1,1,0.95,0.3,12,3,2,0.5295203662589192,0.6910920435525477,0.5560236278949305,0.6852468639966101,6.164826424145699,6.8382988232374196,0.0,0.0
15,2,fw,1,1,1,0.95,0.3,12,3,2,0.5162286481069401,0.7037223573444411,0.5249663214385509,0.7050526610892266,6.818012430882454,6.924507208645344,0.0,0.0
16,2,fw,1,1,1,0.95,0.3,12,3,2,0.5218157793672755,0.7030447901826352,0.5642155352085829,0.7025201736055314,7.023189578771591,7.2982254818677905,0.0,0.0
17,2,fw,1,1,1,0.95,0.3,12,3,2,0.5116250560989604,0.7095961839908734,0.5090174861783162,0.7085189612261019,7.010619538152218,7.210451725006103,0.0,0.0
18,2,fw,1,1,1,0.95,0.3,12,3,2,0.5069258627522737,0.7116959190508351,0.48461229553679,0.7233411955237389,7.220969933748245,6.883932746887207,0.0,0.0
19,2,fw,1,1,1,0.95,0.3,12,3,2,0.5050145890138112,0.7141996649136767,0.5049583967663348,0.704314474157989,7.323976374053955,7.440981537938118,0.0,0.0
20,2,fw,1,1,1,0.95,0.3,12,3,2,0.5009826094336808,0.7169898851163685,0.5646879707784392,0.6700124171599746,7.613828424751759,6.9574847623109815,0.0,0.0
21,2,fw,1,1,1,0.95,0.3,12,3,2,0.5085419903768227,0.7111915698487311,0.49168135718628764,0.722171236300841,7.647698871195316,7.473777327656746,0.0,0.0
22,2,fw,1,1,1,0.95,0.3,12,3,2,0.5050269884716254,0.7161023393254727,0.5237492000740022,0.7014837066773325,7.823912324929237,7.839422038316727,0.0,0.0
23,2,fw,1,1,1,0.95,0.3,12,3,2,0.49950533860996366,0.716718278773129,0.5253469775030389,0.6845675265183673,7.884445772147179,7.737971981167793,0.0,0.0
24,2,fw,1,1,1,0.95,0.3,12,3,2,0.5005967238934711,0.7171286090573296,0.4968690908839926,0.7080629183873535,7.953835351967812,7.459954648137092,0.0,0.0
25,2,fw,1,1,1,0.95,0.3,12,3,2,0.5006076744386926,0.718918002929911,0.471936369436793,0.7278819773402065,8.011972474622727,8.069332526087761,0.0,0.0
26,2,fw,1,1,1,0.95,0.3,12,3,2,0.4960007457092404,0.7205906027102843,0.49237139958143233,0.7117584900194779,8.22150761961937,8.082455644369125,0.0,0.0
27,2,fw,1,1,1,0.95,0.3,12,3,2,0.49627003551432863,0.720031514396891,0.47054010663554074,0.7277212761379779,8.133459294593335,8.090741520404816,0.0,0.0
28,2,fw,1,1,1,0.95,0.3,12,3,2,0.4898824403746054,0.7254552747365087,0.4852565339356661,0.7370985171422363,8.460505926275253,8.741073468983174,0.0,0.0
29,2,fw,1,1,1,0.95,0.3,12,3,2,0.49694871781971306,0.7209699761509896,0.4930153739582747,0.7216506763268262,8.635972597801686,8.669285710334778,0.0,0.0
30,2,fw,1,1,1,0.95,0.3,12,3,2,0.49272552765775474,0.7220268805354834,0.478292795997113,0.7237442534966394,8.523017046141625,8.29660508096218,0.0,0.0
31,2,fw,1,1,1,0.95,0.3,12,3,2,0.49337761620599774,0.7233372770849615,0.48132373197562994,0.725200553201139,8.523906191945075,8.363253621459007,0.0,0.0
32,2,fw,1,1,1,0.95,0.3,12,3,2,0.4894827407106757,0.7232166136646643,0.5038220295058563,0.699553967400454,8.68684628548622,7.987054005980491,0.0,0.0
33,2,fw,1,1,1,0.95,0.3,12,3,2,0.4893391909063794,0.7254156819814817,0.49106203427165745,0.7241623593624681,8.732649013829231,8.518724036455154,0.0,0.0
34,2,fw,1,1,1,0.95,0.3,12,3,2,0.48859101902535185,0.724226295625791,0.5181359880734235,0.7159313494544476,8.666887223863602,9.072936049342156,0.0,0.0
35,2,fw,1,1,1,0.95,0.3,12,3,2,0.47936987730190156,0.7303820621753111,0.4918704061433673,0.7245381689425557,9.099517540597915,9.29109085547924,0.0,0.0
36,2,fw,1,1,1,0.95,0.3,12,3,2,0.4805731657503173,0.7286656742487103,0.4878969717249274,0.7278080210592598,8.97092652580738,8.988282633781433,0.0,0.0
37,2,fw,1,1,1,0.95,0.3,12,3,2,0.4887528169857338,0.7267253420535476,0.4611127956174314,0.7366751302406191,8.936070248150825,9.081330331802368,0.0,0.0
38,2,fw,1,1,1,0.95,0.3,12,3,2,0.48541605131737886,0.7251081735823304,0.4730891752019525,0.7379740599021316,8.979302162063123,9.099423607110976,0.0,0.0
39,2,fw,1,1,1,0.95,0.3,12,3,2,0.48342559129185975,0.72781280609034,0.4622541644992307,0.7467425924092531,9.050901317429542,9.121002101182938,0.0,0.0
40,2,fw,1,1,1,0.95,0.3,12,3,2,0.4823622933352366,0.7290644545726478,0.4817398020196706,0.7273888184390962,9.118840795969962,9.028199190855027,0.0,0.0
41,2,fw,1,1,1,0.95,0.3,12,3,2,0.48514617411550137,0.7282959346733987,0.4829139673747122,0.7184324996136129,9.086100123214722,8.576286229014396,0.0,0.0
42,2,fw,1,1,1,0.95,0.3,12,3,2,0.48163559923395516,0.7284139225568622,0.4647141092130914,0.7345925038661808,8.842866052126885,8.87770179593563,0.0,0.0
43,2,fw,1,1,1,0.95,0.3,12,3,2,0.4770405682047829,0.7303063483003527,0.4782626161966473,0.7216562802121044,8.938809450650215,8.713626963853836,0.0,0.0
44,2,fw,1,1,1,0.95,0.3,12,3,2,0.4757620798407122,0.7316244781132788,0.4586329371444881,0.7366935544200242,8.938243342661858,8.995451794862747,0.0,0.0
45,2,fw,1,1,1,0.95,0.3,12,3,2,0.47227637339765205,0.7328689341634512,0.4767578771291301,0.7391016329787672,9.058974373984336,9.21007326388359,0.0,0.0
46,2,fw,1,1,1,0.95,0.3,12,3,2,0.466621306819655,0.7376933964140713,0.4674369427906349,0.7239804550409317,8.848240022301674,8.474107474088669,0.0,0.0
47,2,fw,1,1,1,0.95,0.3,12,3,2,0.47187259850502017,0.7342909824751318,0.4706940964749083,0.7382388226538896,8.885054181933404,9.226506749272346,0.0,0.0
48,2,fw,1,1,1,0.95,0.3,12,3,2,0.46833181376019495,0.7378270806033165,0.46271402209624646,0.7304594075642526,8.866272204351425,8.651371053338051,0.0,0.0
49,2,fw,1,1,1,0.95,0.3,12,3,2,0.4672482153363526,0.7369237628180534,0.4598852742658928,0.7383477745745332,8.617236553287507,8.676137527823448,0.0,0.0
50,2,fw,1,1,1,0.95,0.3,12,3,2,0.4615235608660616,0.742331264253147,0.45427187308855355,0.7380228046365083,8.992853933739662,8.49579137480259,0.0,0.0
51,2,fw,1,1,1,0.95,0.3,12,3,2,0.46170631954856217,0.7419317406957969,0.46726407513953744,0.7346928365826607,8.98041570045948,8.59292515027523,0.0,0.0
52,2,fw,1,1,1,0.95,0.3,12,3,2,0.457963329185918,0.7436166100144387,0.5158512635603547,0.7436937383785844,8.780682037901878,9.070165744304656,0.0,0.0
53,2,fw,1,1,1,0.95,0.3,12,3,2,0.45967168779522183,0.7418593529250472,0.4539462106022984,0.7496775466948747,8.763842421412468,8.672159851074218,0.0,0.0
54,2,fw,1,1,1,0.95,0.3,12,3,2,0.46106030750237403,0.7409609209354967,0.43968715275544673,0.7501982570625841,8.815324792003631,8.940953400492669,0.0,0.0
55,2,fw,1,1,1,0.95,0.3,12,3,2,0.4624945629373193,0.7398120010152459,0.45847092920169236,0.736917130202055,8.876926395821572,9.235572463274002,0.0,0.0
56,2,fw,1,1,1,0.95,0.3,12,3,2,0.456814735790994,0.742009314057976,0.45903043044451625,0.7504574840925634,9.123270231556893,8.843295671582222,0.0,0.0
57,2,fw,1,1,1,0.95,0.3,12,3,2,0.4645863267713226,0.7399591955045238,0.4480963263195008,0.7437986561581492,9.039117946815491,8.744511236071586,0.0,0.0
58,2,fw,1,1,1,0.95,0.3,12,3,2,0.4610511337703094,0.7415026892947033,0.46741224473435433,0.7433524052128195,9.043049403047561,9.119254631757736,0.0,0.0
59,2,fw,1,1,1,0.95,0.3,12,3,2,0.45679425034294835,0.7432952434095554,0.4421273145666346,0.7466963626332581,9.213233852887154,9.156207631826401,0.0,0.0
60,2,fw,1,1,1,0.95,0.3,12,3,2,0.462394271345716,0.7395426378883422,0.5025956852626987,0.7010134574752301,9.440062292909623,9.377585730671882,0.0,0.0
61,2,fw,1,1,1,0.95,0.3,12,3,2,0.4578504539594985,0.7399504070222378,0.46619009477412326,0.7332544873990119,9.282887576532364,9.226125405788421,0.0,0.0
62,2,fw,1,1,1,0.95,0.3,12,3,2,0.4595740474421531,0.7404119920701719,0.4689388188049197,0.7547314958870411,9.489734865832329,9.812783284068107,0.0,0.0
63,2,fw,1,1,1,0.95,0.3,12,3,2,0.4598112148351036,0.741282718769461,0.4344028003513813,0.7461106318319216,9.362169718575478,9.338559064865112,0.0,0.0
64,2,fw,1,1,1,0.95,0.3,12,3,2,0.45804142330344766,0.7425150531653315,0.47065879196859894,0.7468357301745564,9.289824557042122,9.523622143268586,0.0,0.0
65,2,fw,1,1,1,0.95,0.3,12,3,2,0.4618915358901024,0.7401158199522644,0.4655691463276744,0.7436092274785042,9.45812822496891,9.39322494494915,0.0,0.0
66,2,fw,1,1,1,0.95,0.3,12,3,2,0.462477946236264,0.7390929788105189,0.4590622496567667,0.7480319674126804,9.331499355316161,9.405760325193405,0.0,0.0
67,2,fw,1,1,1,0.95,0.3,12,3,2,0.4570251072939485,0.7417841366469861,0.4647969846408814,0.7412589283566922,9.231498806595802,9.985187261223793,0.0,0.0
68,2,fw,1,1,1,0.95,0.3,12,3,2,0.4638882306430489,0.7412301456212997,0.4869776812195778,0.7403680909611284,9.515422831821441,9.578594163775444,0.0,0.0
