epoch,seed,core_type,use_fw,use_ln,S,lambda,eta,T_bind,duplicate,delta_wait,train_loss,train_acc,valid_loss,valid_acc,specA,specA_val,alpha_train,alpha_val
1,2,fw,0,1,0,0.0,0.0,12,3,2,0.9309215337857604,0.293966854207404,0.9040080950185656,0.31490350782684984,0.0,0.0,0.0,0.0
2,2,fw,0,1,0,0.0,0.0,12,3,2,0.8946815596571193,0.3291533047391102,0.8775859638750553,0.35576681392919274,0.0,0.0,0.0,0.0
3,2,fw,0,1,0,0.0,0.0,12,3,2,0.8751438024908305,0.357509317961242,0.8671099441498518,0.36206220569927244,0.0,0.0,0.0,0.0
4,2,fw,0,1,0,0.0,0.0,12,3,2,0.8703306904811412,0.3638793061889242,0.871451539568603,0.35502188424859193,0.0,0.0,0.0,0.0
5,2,fw,0,1,0,0.0,0.0,12,3,2,0.8701021756816656,0.3653682264057919,0.8696766678355634,0.3632318948637694,0.0,0.0,0.0,0.0
6,2,fw,0,1,0,0.0,0.0,12,3,2,0.8592258630621247,0.3726608493638225,0.8391525783240795,0.3880336260665208,0.0,0.0,0.0,0.0
7,2,fw,0,1,0,0.0,0.0,12,3,2,0.8530943465212361,0.3783875371942297,0.8454667590111494,0.3843648118646815,0.0,0.0,0.0,0.0
8,2,fw,0,1,0,0.0,0.0,12,3,2,0.8561986443242058,0.37651760635999965,0.8605386134833097,0.3744470443753526,0.0,0.0,0.0,0.0
9,2,fw,0,1,0,0.0,0.0,12,3,2,0.8580369072422385,0.37091945611480626,0.8677138489708305,0.37009603037685157,0.0,0.0,0.0,0.0
10,2,fw,0,1,0,0.0,0.0,12,3,2,0.8563051017064601,0.37454006379917265,0.8557141066379845,0.37645071307756006,0.0,0.0,0.0,0.0
11,2,fw,0,1,0,0.0,0.0,12,3,2,0.8595366601634771,0.3728428858297411,0.8339411020278931,0.3889423014940694,0.0,0.0,0.0,0.0
12,2,fw,0,1,0,0.0,0.0,12,3,2,0.8455030031248927,0.3869099187235348,0.8349109065309167,0.39238984538428484,0.0,0.0,0.0,0.0
13,2,fw,0,1,0,0.0,0.0,12,3,2,0.8413188039340079,0.38882375820004383,0.8385314047038556,0.3909364564195275,0.0,0.0,0.0,0.0
14,2,fw,0,1,0,0.0,0.0,12,3,2,0.8332618535801768,0.40047444210401734,0.853320446036756,0.3820689522428438,0.0,0.0,0.0,0.0
15,2,fw,0,1,0,0.0,0.0,12,3,2,0.8362024448886514,0.39908600180461073,0.822112321626395,0.4125844379970804,0.0,0.0,0.0,0.0
16,2,fw,0,1,0,0.0,0.0,12,3,2,0.8326910608679056,0.40407627074057234,0.8193041033744812,0.42357790491124614,0.0,0.0,0.0,0.0
17,2,fw,0,1,0,0.0,0.0,12,3,2,0.833140136969462,0.4081068999093026,0.8459408158808946,0.39493448826111854,0.0,0.0,0.0,0.0
18,2,fw,0,1,0,0.0,0.0,12,3,2,0.8235141270561144,0.41723960157427936,0.8112434897460044,0.42225737902522087,0.0,0.0,0.0,0.0
19,2,fw,0,1,0,0.0,0.0,12,3,2,0.8227164337830618,0.41802903879974035,0.8359448089003563,0.4058373282076791,0.0,0.0,0.0,0.0
20,2,fw,0,1,0,0.0,0.0,12,3,2,0.8169342026185245,0.4224917154766619,0.8293934332244098,0.4100533491782844,0.0,0.0,0.0,0.0
21,2,fw,0,1,0,0.0,0.0,12,3,2,0.8183381610698998,0.421491480833292,0.8201139152422547,0.42520695260353386,0.0,0.0,0.0,0.0
22,2,fw,0,1,0,0.0,0.0,12,3,2,0.8125595148388296,0.4258677146892063,0.824232447616756,0.41535550139751287,0.0,0.0,0.0,0.0
23,2,fw,0,1,0,0.0,0.0,12,3,2,0.8161965677890927,0.4224084463928826,0.8005734692066908,0.4325632180031389,0.0,0.0,0.0,0.0
24,2,fw,0,1,0,0.0,0.0,12,3,2,0.8152542342339643,0.42456099534453823,0.8047090713074431,0.4282446620762348,0.0,0.0,0.0,0.0
25,2,fw,0,1,0,0.0,0.0,12,3,2,0.8078149991891347,0.43070321546806956,0.7971437909603118,0.44887516897358,0.0,0.0,0.0,0.0
26,2,fw,0,1,0,0.0,0.0,12,3,2,0.8011133587219752,0.4380663062913343,0.7843295067660511,0.4526322318036109,0.0,0.0,0.0,0.0
